0.63368,358
0.94813,572
0.19635,623
0.08836,624
0.79236,676
0.25917,726
0.52456,777
0.78563,778
0.5487,880
0.99066,931
0.96358,982
0.19981,1033
0.98243,1086
0.78724,1087
0.66313,1136
0.1049,1235
0.06409,1289
0.46328,1347
0.28907,1398
0.32953,1446
0.9365,1448
0.36744,1449
0.22855,1450
0.95908,1451
0.00523,1495
0.00001,1499
0.25167,1500
0.99528,1501
0.46971,1547
0.71697,1548
0.97809,1550
0.00118,1551
0.99994,1552
0.08844,1553
0.91861,1603
0.12569,1604
0.97078,1605
0.30406,1608
0.76862,1654
0.99998,1655
0.48995,1656
0.50129,1657
0.26821,1658
0.99847,1659
0.88027,1660
0.9425,1706
0.86097,1707
0.74726,1708
0.33917,1709
0.56079,1710
0.01317,1711
0.24522,1753
0.04143,1758
0.11096,1759
0.99385,1760
0.74436,1761
0.66377,1762
0.93889,1804
0.00011,1805
0.90453,1810
0.64805,1811
0.27825,1812
0.52041,1813
0.82093,1855
0.3297,1856
0.00306,1857
0.08609,1908
0.36087,1915
0.78974,1962
0.33143,1963
0.49956,1964
0.9475,1965
0.01495,1966
0.08351,1967
0.34447,1968
0.98669,2015
0.99499,2017
0.04008,2019
0.96536,2070
3.00E-05,2071
0.99668,2072
0.86531,2073
0.89028,2121
0.07605,2122
0.05275,2123
0.20847,2125
0.85644,2174
