Source ,Source_ID,API,Date,Treatment_Type,Production _Type,Production_Type_Note,Water_Volume_gal,County,Field,Latitude,Longitude,Operator,True_Vertical_Depth,Perforation_Length
CVRWQCB,2816,04-030-46445,2012-07-13,Hydraulic Fracture,Oil,Presumed Oil,"178,500",Kern,"Belridge, South",35.513117,-119.764134,BreitBurn,"2,399",
CVRWQCB,2817,04-030-46451,2012-07-13,Hydraulic Fracture,Oil,Presumed Oil,"130,200",Kern,"Belridge, North",35.514225,-119.764729,BreitBurn,"2,394",
CVRWQCB,2820,04-030-46446,2012-07-10,Hydraulic Fracture,Oil,Presumed Oil,"172,200",Kern,"Belridge, North",35.516965,-119.764846,BreitBurn,"2,349",
CVRWQCB,2821,04-030-46447,2012-07-11,Hydraulic Fracture,Oil,Presumed Oil,"163,800",Kern,"Belridge, North",35.516415,-119.764845,BreitBurn,"2,349",
CVRWQCB,2822,04-030-46448,2012-07-10,Hydraulic Fracture,Oil,Presumed Oil,"170,100",Kern,"Belridge, North",35.516552,-119.765063,BreitBurn,"2,349",
CVRWQCB,2823,04-030-46449,2012-07-11,Hydraulic Fracture,Oil,Presumed Oil,"121,800",Kern,"Belridge, North",35.516072,-119.76434,BreitBurn,"2,349",
CVRWQCB,2824,04-030-46452,2012-07-14,Hydraulic Fracture,Oil,Presumed Oil,"117,600",Kern,"Belridge, North",35.513833,-119.764421,BreitBurn,"2,349",
CVRWQCB,2825,04-030-46450,2012-07-12,Hydraulic Fracture,Oil,Presumed Oil,"172,200",Kern,"Belridge, North",35.515591,-119.764542,BreitBurn,"2,346",
CVRWQCB,2828,04-030-50422,2013-06-01,Hydraulic Fracture,Oil,Presumed Oil,"296,058",Kern,"Belridge, South",35.51142,-119.764456,BreitBurn,"2,784",
CVRWQCB,2830,04-030-50423,2013-05-28,Hydraulic Fracture,Oil,Presumed Oil,"248,304",Kern,"Belridge, South",35.510166,-119.763996,BreitBurn,"2,619",
CVRWQCB,2833,04-030-50421,2013-06-01,Hydraulic Fracture,Oil,Presumed Oil,"301,665",Kern,"Belridge, South",35.511325,-119.76397,BreitBurn,"2,587",
CVRWQCB,2838,04-030-50413,2013-07-02,Hydraulic Fracture,Oil,Presumed Oil,"264,134",Kern,"Belridge, North",35.516686,-119.76475,BreitBurn,"2,504",
CVRWQCB,2841,04-030-50420,2013-06-02,Hydraulic Fracture,Oil,Presumed Oil,"286,642",Kern,"Belridge, South",35.511819,-119.763634,BreitBurn,"2,478",
CVRWQCB,2843,04-030-50424,2013-05-28,Hydraulic Fracture,Oil,Presumed Oil,"273,042",Kern,"Belridge, South",35.510146,-119.766386,BreitBurn,"2,455",
CVRWQCB,2845,04-030-50426,2013-05-27,Hydraulic Fracture,Oil,Presumed Oil,"252,815",Kern,"Belridge, South",35.510087,-119.76849,BreitBurn,"2,440",
CVRWQCB,2848,04-030-50425,2013-05-27,Hydraulic Fracture,Oil,Presumed Oil,"244,457",Kern,"Belridge, South",35.510083,-119.767758,BreitBurn,"2,398",
CVRWQCB,2850,04-030-50756,2013-07-03,Hydraulic Fracture,Oil,Presumed Oil,"260,299",Kern,"Belridge, North",35.516373,-119.766185,BreitBurn,"2,349",
CVRWQCB,6314,04-030-47563,2012-09-26,Hydraulic Fracture,Oil,Presumed Oil,"228,228",Kern,Lost Hills,35.6058193,-119.7194052,Chevron,"2,826",
CVRWQCB,6319,04-030-49546,2013-01-10,Hydraulic Fracture,Oil,Presumed Oil,"283,626",Kern,Lost Hills,35.6228625,-119.7269747,Chevron,"2,442",
CVRWQCB,8624,04-030-48254,2012-12-18,Hydraulic Fracture,Oil,Presumed Oil,"33,516",Kern,Canfield Ranch,35.306117,-119.131396,Foothill,"10,500",
CVRWQCB,8731,04-031-20497,2013-10-28,Hydraulic Fracture,Oil,Presumed Oil,"4,859,400",Kings,Kettleman Middle Dome,35.91069501,-119.9612327,"KMD Operating Company, LLC","12,310",
CVRWQCB,8732,04-031-20491,2013-09-02,Hydraulic Fracture,Oil,Presumed Oil,"4,452,000",Kings,Kettleman Middle Dome,35.89721783,-119.9503534,"KMD Operating Company, LLC","11,943",
CVRWQCB,8733,04-019-05596,2012-04-27,Hydraulic Fracture,Oil,Presumed Oil,"18,186",Fresno,Raisin City,36.62853,-120.0855,LEC,,
CVRWQCB,8736,04-019-25323,2013-09-09,Hydraulic Fracture,Oil,Presumed Oil,"22,302",Fresno,Riverdale,36.4516,-119.89547,LEC,"8,050",
CVRWQCB,8737,04-019-25323,2013-11-08,Hydraulic Fracture,Oil,Presumed Oil,"20,454",Fresno,Riverdale,36.4516,-119.89547,LEC,"8,050",
CVRWQCB,8738,04-019-05632,2013-02-25,Hydraulic Fracture,Oil,Presumed Oil,"15,582",Fresno,Riverdale,36.45079,-119.90285,LEC,"7,930",
CVRWQCB,8739,04-019-24978,2013-09-09,Hydraulic Fracture,Oil,Presumed Oil,"40,614",Fresno,Riverdale,36.46025,-119.90389,LEC,"8,050",
CVRWQCB,8740,04-019-24979,2013-01-29,Hydraulic Fracture,Oil,Presumed Oil,"39,942",Fresno,Riverdale,36.45945,-119.9008,LEC,"8,050",
CVRWQCB,8741,04-019-05522,2012-04-28,Hydraulic Fracture,Oil,Presumed Oil,"12,222",Fresno,Raisin City,36.61769,-120.06178,LEC,"5,317",
CVRWQCB,8742,04-019-25461,2013-10-10,Hydraulic Fracture,Oil,Presumed Oil,"40,446",Fresno,Riverdale,36.454883,-119.901785,LEC,"8,050",
CVRWQCB,8744,04-019-25328,2012-04-26,Hydraulic Fracture,Oil,Presumed Oil,"22,890",Fresno,Raisin City,36.62297,-120.07068,LEC,"6,400",
CVRWQCB,8745,04-019-25328,2012-11-14,Hydraulic Fracture,Oil,Presumed Oil,"19,320",Fresno,Raisin City,36.62297,-120.07068,LEC,"6,400",
CVRWQCB,8746,04-019-25459,2013-11-08,Hydraulic Fracture,Oil,Presumed Oil,"23,772",Fresno,Raisin City,36.62601,-120.0839,LEC,"6,400",
CVRWQCB,8747,04-019-25460,2013-10-25,Hydraulic Fracture,Oil,Presumed Oil,"14,742",Fresno,Raisin City,36.628433,-120.0814,LEC,"6,400",
CVRWQCB,8748,04-019-05491,2012-04-28,Hydraulic Fracture,Oil,Presumed Oil,"13,188",Fresno,Raisin City,36.62748,-120.08323,LEC,,
CVRWQCB,9006,04-030-46572,2012-07-17,Hydraulic Fracture,Oil,Presumed Oil,"4,186",Kern,Railroad Gap,35.333,-119.592,Occidental of Elk Hills Inc,"11,535",
CVRWQCB,9007,04-030-44934,2012-08-02,Hydraulic Fracture,Oil,Presumed Oil,"81,147",Kern,Elk Hills,35.328,-119.586,Occidental of Elk Hills Inc,"11,455",
CVRWQCB,9038,04-030-47121,2012-07-07,Hydraulic Fracture,Oil,Presumed Oil,"213,935",Kern,Railroad Gap,35.335,-119.598,Occidental of Elk Hills Inc,"10,441",
CVRWQCB,9058,04-030-50108,2013-07-18,Hydraulic Fracture,Oil,Presumed Oil,"789,138",Kern,Elk Hills,35.309,-119.405,Occidental of Elk Hills Inc,"10,032",
CVRWQCB,9180,04-030-46163,2012-02-12,Hydraulic Fracture,Oil,Presumed Oil,"22,554",Kern,Elk Hills,35.318,-119.562,Occidental of Elk Hills Inc,"6,381",
CVRWQCB,9234,04-030-42839,2012-01-19,Hydraulic Fracture,Oil,Presumed Oil,"25,116",Kern,Elk Hills,35.291,-119.401,Occidental of Elk Hills Inc,"3,981",
CVRWQCB,9259,04-030-46118,2012-03-16,Hydraulic Fracture,Oil,Presumed Oil,"29,349",Kern,Elk Hills,35.284,-119.364,Occidental of Elk Hills Inc,"3,733",
CVRWQCB,9280,04-030-46455,2012-10-15,Hydraulic Fracture,Oil,Presumed Oil,"176,733",Kern,Elk Hills,35.304,-119.561,Occidental of Elk Hills Inc,"3,522",
CVRWQCB,9285,04-030-46459,2012-07-25,Hydraulic Fracture,Oil,Presumed Oil,"230,588",Kern,Elk Hills,35.304,-119.558,Occidental of Elk Hills Inc,"3,508",
CVRWQCB,9322,04-030-45608,2012-07-22,Hydraulic Fracture,Oil,Presumed Oil,"24,636",Kern,Elk Hills,35.263,-119.354,Occidental of Elk Hills Inc,"3,365",
CVRWQCB,9344,04-030-48424,2012-09-04,Hydraulic Fracture,Oil,Presumed Oil,"66,037",Kern,Elk Hills,35.292,-119.428,Occidental of Elk Hills Inc,"3,318",
CVRWQCB,9383,04-030-46157,2012-09-22,Hydraulic Fracture,Oil,Presumed Oil,"53,763",Kern,Elk Hills,35.261,-119.458,Occidental of Elk Hills Inc,"3,063",
CVRWQCB,9429,04-019-25236,2013-12-13,Hydraulic Fracture,Oil,Presumed Oil,"2,123,268",Fresno,Guijarral Hills,34.30999861,-119.2033608,Oxy USA Vintage,"11,764",
CVRWQCB,9475,04-030-51751,2013-04-30,Hydraulic Fracture,Oil,Presumed Oil,"693,420",Kern,Rose,35.0029425,-119.0842011,Oxy USA Vintage,"7,673",
CVRWQCB,9518,04-030-47717,2012-07-16,Hydraulic Fracture,Oil,Presumed Oil,"136,668",Kern,Tejon,34.98226948,-118.9357892,Oxy USA Vintage,"4,201",
CVRWQCB,10088,04-030-43156,2013-06-22,Hydraulic Fracture,Oil,Presumed Oil,"270,942",Kern,Jerry Slough (Abd),35.489075,-119.46443,Oxy USA Vintage,"13,188",
CVRWQCB,10325,04-030-17745,2012-12-26,Hydraulic Fracture,Oil,Presumed Oil,"12,600",Kern,Round Mountain,35.4895091,118.8927992,Macpherson Operating Company,,
CVRWQCB,10326,04-029-18021,2013-02-14,Hydraulic Fracture,Oil,Presumed Oil,"12,600",Kern,Round Mountain,35.48842935,118.8915836,Macpherson Operating Company,,
CVRWQCB,10336,04-029-18305,2013-11-13,Hydraulic Fracture,Oil,Presumed Oil,"21,000",Kern,Round Mountain,35.50476346,118.8938232,Macpherson Operating Company,,
CVRWQCB,10337,04-029-18307,2013-03-21,Hydraulic Fracture,Oil,Presumed Oil,"21,000",Kern,Round Mountain,35.50365889,118.8937305,Macpherson Operating Company,,
CVRWQCB,10349,04-029-18431,2013-11-12,Hydraulic Fracture,Oil,Presumed Oil,"42,000",Kern,Round Mountain,35.47004894,118.876759,Macpherson Operating Company,,
CVRWQCB,10350,04-029-18434,2013-11-05,Hydraulic Fracture,Oil,Presumed Oil,"42,000",Kern,Round Mountain,35.46282247,118.876122,Macpherson Operating Company,,
CVRWQCB,10356,04-029-16904,2012-01-09,Hydraulic Fracture,Oil,Presumed Oil,"21,000",Kern,Round Mountain,35.5229568,118.9064295,Macpherson Operating Company,,
CVRWQCB,10365,04-030-36957,2012-01-28,Hydraulic Fracture,Oil,Presumed Oil,"42,000",Kern,Round Mountain,35.47707588,118.8811204,Macpherson Operating Company,,
CVRWQCB,10366,04-029-18057,2012-10-01,Hydraulic Fracture,Oil,Presumed Oil,"42,000",Kern,Round Mountain,35.47829026,118.8803172,Macpherson Operating Company,,
CVRWQCB,10382,04-029-18406,2012-12-01,Hydraulic Fracture,Oil,Presumed Oil,"42,000",Kern,Round Mountain,35.47257152,118.8827752,Macpherson Operating Company,,
CVRWQCB,10383,04-030-29758,2012-12-14,Hydraulic Fracture,Oil,Presumed Oil,"42,000",Kern,Round Mountain,35.47524213,118.8818032,Macpherson Operating Company,,
CVRWQCB,10384,04-030-29759,2012-12-01,Hydraulic Fracture,Oil,Presumed Oil,"42,000",Kern,Round Mountain,35.47502352,118.8818312,Macpherson Operating Company,,
CVRWQCB,10385,04-029-16998,2012-12-14,Hydraulic Fracture,Oil,Presumed Oil,"21,000",Kern,Round Mountain,35.49425124,118.8972333,Macpherson Operating Company,,
CVRWQCB,10386,04-029-18246,2012-12-12,Hydraulic Fracture,Oil,Presumed Oil,"21,000",Kern,Round Mountain,35.50437306,118.9085056,Macpherson Operating Company,,
CVRWQCB,10387,04-029-18310,2012-12-12,Hydraulic Fracture,Oil,Presumed Oil,"21,000",Kern,Round Mountain,35.50763624,118.8936763,Macpherson Operating Company,,
CVRWQCB,10388,04-029-18503,2012-12-10,Hydraulic Fracture,Oil,Presumed Oil,"21,000",Kern,Round Mountain,35.51676145,118.9017547,Macpherson Operating Company,,
CVRWQCB,10389,04-030-29760,2012-12-10,Hydraulic Fracture,Oil,Presumed Oil,"42,000",Kern,Round Mountain,35.47393433,118.8830422,Macpherson Operating Company,,
CVRWQCB,10390,04-030-29924,2013-01-11,Hydraulic Fracture,Oil,Presumed Oil,"42,000",Kern,Round Mountain,35.47452536,118.8799302,Macpherson Operating Company,,
CVRWQCB,10391,04-029-18392,2013-01-10,Hydraulic Fracture,Oil,Presumed Oil,"42,000",Kern,Round Mountain,35.47248524,118.8813714,Macpherson Operating Company,,
CVRWQCB,10392,04-030-37225,2013-01-08,Hydraulic Fracture,Oil,Presumed Oil,"42,000",Kern,Round Mountain,35.4740702,118.8775482,Macpherson Operating Company,,
CVRWQCB,10393,04-029-18061,2013-01-08,Hydraulic Fracture,Oil,Presumed Oil,"42,000",Kern,Round Mountain,35.47115116,118.8774345,Macpherson Operating Company,,
CVRWQCB,10394,04-030-29762,2013-01-08,Hydraulic Fracture,Oil,Presumed Oil,"42,000",Kern,Round Mountain,35.47253376,118.8798206,Macpherson Operating Company,,
CVRWQCB,10395,04-030-37081,2013-02-18,Hydraulic Fracture,Oil,Presumed Oil,"42,000",Kern,Round Mountain,35.47621258,118.879026,Macpherson Operating Company,,
CVRWQCB,10396,04-030-36956,2013-02-21,Hydraulic Fracture,Oil,Presumed Oil,"42,000",Kern,Round Mountain,35.47742305,118.8794706,Macpherson Operating Company,,
CVRWQCB,10397,04-030-36958,2013-02-18,Hydraulic Fracture,Oil,Presumed Oil,"42,000",Kern,Round Mountain,35.47602303,118.8826765,Macpherson Operating Company,,
CVRWQCB,10398,04-030-37187,2013-02-19,Hydraulic Fracture,Oil,Presumed Oil,"42,000",Kern,Round Mountain,35.47312021,118.8782663,Macpherson Operating Company,,
CVRWQCB,10424,04-030-47788,2012-10-31,Hydraulic Fracture,Oil,Presumed Oil,"276,360",Kern,"Belridge, South",35.47928972,-119.7486142,Exxonmobil Production Company,,
CVRWQCB,10427,04-030-47843,2012-11-27,Hydraulic Fracture,Oil,Presumed Oil,"285,894",Kern,"Belridge, South",35.48195417,-119.7473878,Exxonmobil Production Company,,
CVRWQCB,10428,04-030-47842,2012-11-27,Hydraulic Fracture,Oil,Presumed Oil,"275,184",Kern,"Belridge, South",35.48247917,-119.7477194,Exxonmobil Production Company,,
CVRWQCB,10430,04-030-47844,2012-11-29,Hydraulic Fracture,Oil,Presumed Oil,"274,008",Kern,"Belridge, South",35.4817675,-119.7480233,Exxonmobil Production Company,,
CVRWQCB,10438,04-030-47832,2012-12-10,Hydraulic Fracture,Oil,Presumed Oil,"285,558",Kern,"Belridge, South",35.48039861,-119.7523644,Exxonmobil Production Company,,
CVRWQCB,10443,04-030-47840,2013-01-08,Hydraulic Fracture,Oil,Presumed Oil,"280,014",Kern,"Belridge, South",35.47766,-119.7500197,ExxonMobil Production Company,,
CVRWQCB,10448,04-030-47982,2013-01-29,Hydraulic Fracture,Oil,Presumed Oil,"285,558",Kern,"Belridge, South",35.48131389,-119.7553381,Exxonmobil Production Company,,
CVRWQCB,10449,04-030-47981,2013-01-31,Hydraulic Fracture,Oil,Presumed Oil,"274,260",Kern,"Belridge, South",35.48187111,-119.7557375,Exxonmobil Production Company,,
CVRWQCB,10450,04-030-47980,2013-01-30,Hydraulic Fracture,Oil,Presumed Oil,"270,522",Kern,"Belridge, South",35.48205583,-119.7561206,Exxonmobil Production Company,,
CVRWQCB,10451,04-030-47885,2013-01-29,Hydraulic Fracture,Oil,Presumed Oil,"281,274",Kern,"Belridge, South",35.48248111,-119.7586025,Exxonmobil Production Company,,
DOGGR_Completion_Reports,149,04-030-53573,2014-05-19,Hydraulic Fracture,Oil,Presumed Oil,"87,402",Kern,"Belridge, South",35.431507,-119.684358,Aera Energy LLC,"2,258",100
DOGGR_Completion_Reports,150,04-030-53574,2014-05-15,Hydraulic Fracture,Oil,Presumed Oil,"139,944",Kern,"Belridge, South",35.431169,-119.680927,Aera Energy LLC,"2,363",100
DOGGR_Completion_Reports,151,04-030-53575,2014-05-16,Hydraulic Fracture,Oil,Presumed Oil,"95,298",Kern,"Belridge, South",35.430626,-119.681039,Aera Energy LLC,"2,340",100
DOGGR_Completion_Reports,161,04-030-53958,2014-05-13,Hydraulic Fracture,Oil,Presumed Oil,"93,114",Kern,"Belridge, South",35.462122,-119.738042,Aera Energy LLC,"1,839",100
FF_Disclosures_Refined,1,04-037-26421,2012-01-05,Hydraulic Fracture,Oil,,"125,248",Los Angeles,Inglewood,34.00234951,-118.3771225,Plains Exploration & Production Company,"8,430",
FF_Disclosures_Refined,2,04-037-27124,2012-01-01,Hydraulic Fracture,Oil,,"143,892",Los Angeles,Dominguez,33.863524,-118.243164,Occidental Oil and Gas,"10,885",
FF_Disclosures_Refined,3,04-111-22141,2012-12-05,Hydraulic Fracture,Oil,,"62,328",Ventura,South Mountain,34.317292,-119.020185,The Termo Company,"5,986",
FF_Disclosures_Refined,4,04-111-22141,2013-11-22,Hydraulic Fracture,Oil,,"111,972",Ventura,South Mountain,34.31729,-119.01925,The Termo Company,"5,986",
FF_Disclosures_Refined,5,04-111-21861,2012-01-28,Hydraulic Fracture,Oil,,"238,308",Ventura,Bardsdale,34.35838,-118.92169,Occidental Oil and Gas,"3,974",
FF_Disclosures_Refined,6,04-111-22143,2012-05-09,Hydraulic Fracture,Oil,,"128,898",Ventura,Bardsdale,34.36199,-118.92002,Occidental Oil and Gas,"4,701",
FF_Disclosures_Refined,7,04-111-22126,2012-06-01,Hydraulic Fracture,Oil,,"206,514",Ventura,Bardsdale,34.35203,-118.91606,Occidental Oil and Gas,"6,701",
FF_Disclosures_Refined,8,04-111-22159,2012-06-20,Hydraulic Fracture,Oil,,"179,340",Ventura,Bardsdale,34.35813,-118.92536,Occidental Oil and Gas,"6,401",
FF_Disclosures_Refined,9,04-111-22146,2012-06-28,Hydraulic Fracture,Oil,,"344,682",Ventura,Sespe,34.47069388,-118.9090081,Seneca Resources Corporation,"4,385",
FF_Disclosures_Refined,10,04-030-53588,2014-04-23,Hydraulic Fracture,Oil,Presumed Oil,"69,342",Kern,"Belridge, South",35.464355,-119.736014,Aera Energy LLC,"1,979",50
FF_Disclosures_Refined,11,04-030-51569,2014-02-24,Hydraulic Fracture,Oil,Presumed Oil,"85,974",Kern,"Belridge, South",35.463207,-119.739397,Aera Energy LLC,"1,818",100
FF_Disclosures_Refined,12,04-111-22094,2012-07-05,Hydraulic Fracture,Oil,,"267,630",Ventura,Sespe,34.4692589,-118.8784664,Seneca Resources Corporation,"7,740",
FF_Disclosures_Refined,13,04-111-22202,2013-05-21,Hydraulic Fracture,Oil,Presumed Oil,"356,601",Ventura,Sespe,34.4683883,-118.9104682,Seneca Resources Corporation,"4,416",
FF_Disclosures_Refined,14,04-111-22145,2012-07-02,Hydraulic Fracture,Oil,,"356,601",Ventura,Sespe,34.470715,-118.908081,Seneca Resources Corporation,"4,150",
FF_Disclosures_Refined,15,04-111-22153,2012-10-07,Hydraulic Fracture,Oil,,"669,438",Ventura,Sespe,34.4936369,-118.8893008,Seneca Resources Corporation,"4,510",
FF_Disclosures_Refined,16,04-111-12215,2012-10-12,Hydraulic Fracture,Oil,,"360,192",Ventura,Sespe,34.4936258,-118.8892544,Seneca Resources Corporation,"4,773",
FF_Disclosures_Refined,17,04-111-22156,2012-10-21,Hydraulic Fracture,Oil,,"380,868",Ventura,Sespe,34.480854,-118.879485,Seneca Resources Corporation,"5,321",
FF_Disclosures_Refined,18,04-111-22155,2012-10-24,Hydraulic Fracture,Oil,,"394,906",Ventura,Sespe,34.480854,-118.879485,Seneca Resources Corporation,"5,300",
FF_Disclosures_Refined,19,04-111-22202,2013-07-10,Hydraulic Fracture,Oil,Presumed Oil,"371,428",Ventura,Sespe,34.4683883,-118.9104682,Seneca Resources Corporation,"4,414",
FF_Disclosures_Refined,20,04-111-22212,2013-07-11,Hydraulic Fracture,Oil,Presumed Oil,"340,085",Ventura,Sespe,34.468473,-118.910493,Seneca Resources Corporation,"4,702",
FF_Disclosures_Refined,21,04-111-22215,2013-08-25,Hydraulic Fracture,Oil,Presumed Oil,"266,641",Ventura,Sespe,34.49231111,-118.8807417,Seneca Resources Corporation,"5,794",
FF_Disclosures_Refined,22,04-111-22216,2013-08-29,Hydraulic Fracture,Oil,Presumed Oil,"340,263",Ventura,Sespe,34.49188333,-118.8809611,Seneca Resources Corporation,"5,753",
FF_Disclosures_Refined,23,04-111-22206,2013-09-01,Hydraulic Fracture,Oil,Presumed Oil,"3,427,167",Ventura,Sespe,34.4743094,-118.8808367,Seneca Resources Corporation,"5,876",
FF_Disclosures_Refined,24,04-111-22137,2012-08-25,Hydraulic Fracture,Oil,,"237,972",Ventura,Torrey Canyon,34.37578,-118.78442,Occidental Oil and Gas,"10,190",
FF_Disclosures_Refined,25,04-037-24321,2011-12-30,Hydraulic Fracture,Oil,,"37,506",Los Angeles,Aliso Canyon,34.31783,-118.576714,The Termo Company,"8,441",
FF_Disclosures_Refined,26,04-111-22026,2012-05-29,Hydraulic Fracture,Oil,,"32,004",Ventura,Ventura,34.3211253,-119.2630969,Aera Energy LLC,"4,960",
FF_Disclosures_Refined,27,04-111-21352,2013-07-16,Hydraulic Fracture,Oil,Presumed Oil,"111,972",Ventura,Ventura,34.31316,-119.30551,Aera Energy LLC,"6,150",
FF_Disclosures_Refined,28,04-111-22231,2013-11-12,Hydraulic Fracture,Oil,Presumed Oil,"166,866",Ventura,Ventura,34.32084,-119.25185,Aera Energy LLC,"6,280",
FF_Disclosures_Refined,29,04-111-22038,2013-11-27,Hydraulic Fracture,Oil,Presumed Oil,"5,964",Ventura,Ventura,34.31205,-119.3093,Aera Energy LLC,"5,450",150
FF_Disclosures_Refined,30,04-030-52169,2014-01-09,Hydraulic Fracture,Oil,Presumed Oil,"73,836",Kern,"Belridge, South",35.439375,-119.697137,Aera Energy LLC,"1,854",75
FF_Disclosures_Refined,31,04-030-52744,2014-02-18,Hydraulic Fracture,Oil,Presumed Oil,"53,886",Kern,"Belridge, South",35.473494,-119.740631,Aera Energy LLC,"2,132",75
FF_Disclosures_Refined,32,04-030-46250,2012-02-10,Hydraulic Fracture,Oil,,"43,271",Kern,Asphalto,35.28136184,-119.5469284,Occidental Oil and Gas,"3,002",
FF_Disclosures_Refined,33,04-030-46251,2012-03-16,Hydraulic Fracture,Oil,,"43,419",Kern,Asphalto,35.27766588,-119.5485394,Occidental Oil and Gas,"3,039",
FF_Disclosures_Refined,34,04-030-47087,2012-04-28,Hydraulic Fracture,Oil,,"39,541",Kern,Asphalto,35.280751,-119.548904,Occidental Oil and Gas,"2,962",
FF_Disclosures_Refined,35,04-030-47255,2012-05-14,Hydraulic Fracture,Oil,,"27,221",Kern,Asphalto,35.274688,-119.54948,Occidental Oil and Gas,"3,212",
FF_Disclosures_Refined,36,04-030-47347,2012-05-18,Hydraulic Fracture,Oil,,"25,795",Kern,Asphalto,35.279177,-119.547717,Occidental Oil and Gas,"3,039",
FF_Disclosures_Refined,37,04-030-47644,2012-05-24,Hydraulic Fracture,Oil,,"33,852",Kern,Asphalto,35.27945,-119.550855,Occidental Oil and Gas,"3,229",
FF_Disclosures_Refined,38,04-030-47088,2012-05-31,Hydraulic Fracture,Oil,,"43,402",Kern,Asphalto,35.276399,-119.549178,Occidental Oil and Gas,"3,361",
FF_Disclosures_Refined,39,04-030-47086,2012-08-16,Hydraulic Fracture,Oil,,"24,440",Kern,Asphalto,35.278984,-119.550976,Occidental Oil and Gas,"3,240",
FF_Disclosures_Refined,40,04-030-47680,2012-09-21,Hydraulic Fracture,Oil,,"35,026",Kern,Asphalto,35.27728,-119.549988,Occidental Oil and Gas,"3,261",
FF_Disclosures_Refined,41,04-030-43150,2012-02-04,Hydraulic Fracture,Oil,,"226,968",Kern,Bowerbank,35.416195,-119.402679,Venoco Inc,"11,200",
FF_Disclosures_Refined,42,04-029-13335,2012-01-03,Hydraulic Fracture,Oil,,"47,838",Kern,Buena Vista,35.17950109,-119.4591079,Occidental Oil and Gas,"3,098",
FF_Disclosures_Refined,43,04-030-05403,2012-01-04,Hydraulic Fracture,Oil,,"43,519",Kern,Buena Vista,35.21131583,-119.5281542,Occidental Oil and Gas,"4,332",
FF_Disclosures_Refined,44,04-030-45925,2012-01-20,Hydraulic Fracture,Oil,,"192,240",Kern,Buena Vista,35.20918694,-119.4922834,Occidental Oil and Gas,"2,352",
FF_Disclosures_Refined,45,04-030-38283,2012-01-25,Hydraulic Fracture,Oil,,"51,958",Kern,Buena Vista,35.21550526,-119.5365161,Occidental Oil and Gas,"4,300",
FF_Disclosures_Refined,46,04-030-45926,2012-01-28,Hydraulic Fracture,Oil,,"231,480",Kern,Buena Vista,35.20341033,-119.492892,Occidental Oil and Gas,"3,098",
FF_Disclosures_Refined,47,04-029-89128,2012-01-29,Hydraulic Fracture,Oil,,"32,621",Kern,Buena Vista,35.151797,-119.439331,Occidental Oil and Gas,"3,800",
FF_Disclosures_Refined,48,04-030-45982,2012-02-07,Hydraulic Fracture,Oil,,"194,525",Kern,Buena Vista,35.17121399,-119.4521979,Occidental Oil and Gas,"2,913",
FF_Disclosures_Refined,49,04-029-15853,2012-02-09,Hydraulic Fracture,Oil,,"49,203",Kern,Buena Vista,35.20777611,-119.5346044,Occidental Oil and Gas,"3,957",
FF_Disclosures_Refined,50,04-030-45801,2012-02-13,Hydraulic Fracture,Oil,,"188,884",Kern,Buena Vista,35.17563774,-119.4400936,Occidental Oil and Gas,"2,369",
FF_Disclosures_Refined,51,04-029-01980,2012-02-19,Hydraulic Fracture,Oil,,"94,752",Kern,Buena Vista,35.205632,-119.517075,Occidental Oil and Gas,"3,272",
FF_Disclosures_Refined,52,04-029-15840,2012-02-22,Hydraulic Fracture,Oil,,"35,097",Kern,Buena Vista,35.21283867,-119.5288301,Occidental Oil and Gas,"3,587",
FF_Disclosures_Refined,53,04-030-46208,2012-03-11,Hydraulic Fracture,Oil,,"146,706",Kern,Buena Vista,35.16082082,-119.4348403,Occidental Oil and Gas,"3,577",
FF_Disclosures_Refined,54,04-030-46207,2012-03-15,Hydraulic Fracture,Oil,,"356,551",Kern,Buena Vista,35.17943562,-119.4556656,Occidental Oil and Gas,"2,987",
FF_Disclosures_Refined,55,04-030-46364,2012-03-15,Hydraulic Fracture,Oil,,"300,678",Kern,Buena Vista,35.16078686,-119.4347132,Occidental Oil and Gas,"3,199",
FF_Disclosures_Refined,56,04-030-46440,2012-03-17,Hydraulic Fracture,Oil,,"153,090",Kern,Buena Vista,35.16639913,-119.4244607,Occidental Oil and Gas,"3,407",
FF_Disclosures_Refined,57,04-030-46478,2012-03-17,Hydraulic Fracture,Oil,,"41,213",Kern,Buena Vista,35.17730573,-119.3858316,Occidental Oil and Gas,"3,841",
FF_Disclosures_Refined,58,04-030-46477,2012-03-20,Hydraulic Fracture,Oil,,"40,517",Kern,Buena Vista,35.17443572,-119.3881835,Occidental Oil and Gas,"3,233",
FF_Disclosures_Refined,59,04-030-46692,2012-03-20,Hydraulic Fracture,Oil,,"31,836",Kern,Buena Vista,35.18169767,-119.4441744,Occidental Oil and Gas,"2,870",
FF_Disclosures_Refined,60,04-030-46698,2012-03-22,Hydraulic Fracture,Oil,,"143,361",Kern,Buena Vista,35.19209001,-119.4645261,Occidental Oil and Gas,"2,950",
FF_Disclosures_Refined,61,04-030-46479,2012-03-25,Hydraulic Fracture,Oil,,"50,736",Kern,Buena Vista,35.17409746,-119.3770668,Occidental Oil and Gas,"3,628",
FF_Disclosures_Refined,62,04-030-46701,2012-03-31,Hydraulic Fracture,Oil,,"132,993",Kern,Buena Vista,35.190774,-119.470044,Occidental Oil and Gas,"3,136",
