Source ,Source_ID,API,Date,Treatment_Type,Production _Type,Production_Type_Note,Water_Volume_gal,County,Field,Latitude,Longitude,Operator,True_Vertical_Depth,Perforation_Length
FF_Disclosures_Refined,349,04-030-49012,2013-01-09,Hydraulic Fracture,Oil,,"18,172",Kern,Elk Hills,35.308676,-119.540235,Occidental Oil and Gas,"3,058",
FF_Disclosures_Refined,350,04-030-49242,2013-01-12,Hydraulic Fracture,Oil,,"12,212",Kern,Elk Hills,35.30588694,-119.5371042,Occidental Oil and Gas,"2,783",
FF_Disclosures_Refined,351,04-030-49244,2013-01-12,Hydraulic Fracture,Oil,,"27,525",Kern,Elk Hills,35.305901,-119.536972,Occidental Oil and Gas,"2,945",
FF_Disclosures_Refined,352,04-030-25116,2013-01-19,Hydraulic Fracture,Oil,,"60,389",Kern,Elk Hills,35.30318042,-119.561311,Occidental Oil and Gas,"3,238",
FF_Disclosures_Refined,353,04-030-49014,2013-01-19,Hydraulic Fracture,Oil,,"27,008",Kern,Elk Hills,35.311204,-119.543019,Occidental Oil and Gas,"2,954",
FF_Disclosures_Refined,354,04-030-49015,2013-01-20,Hydraulic Fracture,Oil,,"14,494",Kern,Elk Hills,35.310943,-119.540765,Occidental Oil and Gas,"3,076",
FF_Disclosures_Refined,355,04-030-49676,2013-01-27,Hydraulic Fracture,Oil,,"11,191",Kern,Elk Hills,35.309239,-119.538519,Occidental Oil and Gas,"3,084",
FF_Disclosures_Refined,356,04-030-48233,2012-08-29,Hydraulic Fracture,Oil,,"172,954",Kern,Elk Hills,35.275244,-119.428514,Occidental Oil and Gas,"6,102",
FF_Disclosures_Refined,357,04-030-48232,2012-09-02,Hydraulic Fracture,Oil,,"151,823",Kern,Elk Hills,35.275322,-119.428541,Occidental Oil and Gas,"5,858",
FF_Disclosures_Refined,358,04-030-48422,2012-10-10,Hydraulic Fracture,Oil,,"42,382",Kern,Elk Hills,35.308051,-119.538872,Occidental Oil and Gas,"2,954",
FF_Disclosures_Refined,359,04-030-49844,2013-02-22,Hydraulic Fracture,Oil,,"22,391",Kern,Elk Hills,35.312674,-119.540452,Occidental Oil and Gas,"3,141",
FF_Disclosures_Refined,360,04-030-47772,2012-10-15,Hydraulic Fracture,Oil,,"88,650",Kern,Elk Hills,35.32168,-119.515657,Occidental Oil and Gas,"9,765",
FF_Disclosures_Refined,361,04-030-46456,2012-10-23,Hydraulic Fracture,Oil,,"228,770",Kern,Elk Hills,35.304292,-119.560511,Occidental Oil and Gas,"3,388",
FF_Disclosures_Refined,362,04-030-47157,2012-10-28,Hydraulic Fracture,Oil,,"169,821",Kern,Elk Hills,35.314466,-119.489054,Occidental Oil and Gas,"10,124",
FF_Disclosures_Refined,363,04-030-46457,2012-11-04,Hydraulic Fracture,Oil,,"121,300",Kern,Elk Hills,35.303754,-119.557768,Occidental Oil and Gas,"3,460",
FF_Disclosures_Refined,364,04-030-48679,2012-11-05,Hydraulic Fracture,Oil,,"194,271",Kern,Elk Hills,35.273739,-119.483424,Occidental Oil and Gas,"4,198",
FF_Disclosures_Refined,365,04-029-67380,2012-11-09,Hydraulic Fracture,Oil,,"17,421",Kern,Elk Hills,35.301285,-119.451546,Occidental Oil and Gas,"2,876",
FF_Disclosures_Refined,366,04-030-45497,2012-11-11,Hydraulic Fracture,Oil,,"196,068",Kern,Elk Hills,35.270398,-119.479723,Occidental Oil and Gas,"4,250",
FF_Disclosures_Refined,367,04-030-48423,2012-11-13,Hydraulic Fracture,Oil,,"25,659",Kern,Elk Hills,35.28233,-119.546077,Occidental Oil and Gas,"3,265",
FF_Disclosures_Refined,368,04-030-48674,2012-11-20,Hydraulic Fracture,Oil,,"163,155",Kern,Elk Hills,35.270981,-119.480582,Occidental Oil and Gas,"4,215",
FF_Disclosures_Refined,369,04-030-48680,2012-11-21,Hydraulic Fracture,Oil,,"152,794",Kern,Elk Hills,35.270427,-119.484635,Occidental Oil and Gas,"4,167",
FF_Disclosures_Refined,370,04-030-45496,2012-11-28,Hydraulic Fracture,Oil,,"167,996",Kern,Elk Hills,35.271074,-119.480652,Occidental Oil and Gas,"4,183",
FF_Disclosures_Refined,371,04-030-48675,2012-12-02,Hydraulic Fracture,Oil,,"149,111",Kern,Elk Hills,35.28204649,-119.5012802,Occidental Oil and Gas,"4,190",
FF_Disclosures_Refined,372,04-030-46130,2012-12-03,Hydraulic Fracture,Oil,,"68,223",Kern,Elk Hills,35.268045,-119.471931,Occidental Oil and Gas,"8,740",
FF_Disclosures_Refined,373,04-030-48676,2012-12-04,Hydraulic Fracture,Oil,,"75,871",Kern,Elk Hills,35.279578,-119.490057,Occidental Oil and Gas,"4,281",
FF_Disclosures_Refined,374,04-030-45493,2012-12-07,Hydraulic Fracture,Oil,,"146,951",Kern,Elk Hills,35.282033,-119.483634,Occidental Oil and Gas,"4,237",
FF_Disclosures_Refined,375,04-030-49798,2013-02-12,Hydraulic Fracture,Oil,,"16,093",Kern,Elk Hills,35.310959,-119.538093,Occidental Oil and Gas,"3,159",
FF_Disclosures_Refined,376,04-030-49847,2013-02-18,Hydraulic Fracture,Oil,,"21,439",Kern,Elk Hills,35.309129,-119.536605,Occidental Oil and Gas,"3,069",
FF_Disclosures_Refined,377,04-030-49843,2013-02-19,Hydraulic Fracture,Oil,,"22,783",Kern,Elk Hills,35.313281,-119.543591,Occidental Oil and Gas,"3,078",
FF_Disclosures_Refined,378,04-030-49815,2013-02-28,Hydraulic Fracture,Oil,,"95,035",Kern,Elk Hills,35.276949,-119.348327,Occidental Oil and Gas,"9,851",
FF_Disclosures_Refined,379,04-030-49363,2013-03-22,Hydraulic Fracture,Oil,,"154,183",Kern,Elk Hills,35.28044,-119.500974,Occidental Oil and Gas,"4,237",
FF_Disclosures_Refined,380,04-030-49358,2013-03-28,Hydraulic Fracture,Oil,,"191,219",Kern,Elk Hills,35.281538,-119.505803,Occidental Oil and Gas,"4,260",
FF_Disclosures_Refined,381,04-030-49846,2013-05-04,Hydraulic Fracture,Oil,,"11,207",Kern,Elk Hills,35.307278,-119.549365,Occidental Oil and Gas,"2,739",
FF_Disclosures_Refined,382,04-030-49845,2013-05-05,Hydraulic Fracture,Oil,,"22,529",Kern,Elk Hills,35.31036,-119.5529,Occidental Oil and Gas,"2,608",
FF_Disclosures_Refined,383,04-030-31687,2013-05-12,Hydraulic Fracture,Oil,,"52,857",Kern,Elk Hills,35.306311,-119.564923,Occidental Oil and Gas,"3,127",
FF_Disclosures_Refined,384,04-029-55563,2013-05-14,Hydraulic Fracture,Oil,,"78,563",Kern,Elk Hills,35.317051,-119.482348,Occidental Oil and Gas,"9,982",
FF_Disclosures_Refined,385,04-030-50688,2013-05-27,Hydraulic Fracture,Oil,,"224,967",Kern,Elk Hills,35.275152,-119.48299,Occidental Oil and Gas,"4,502",
FF_Disclosures_Refined,386,04-030-50691,2013-06-13,Hydraulic Fracture,Oil,,"227,957",Kern,Elk Hills,35.26923,-119.478912,Occidental Oil and Gas,"4,477",
FF_Disclosures_Refined,387,04-030-43406,2013-06-17,Hydraulic Fracture,Oil,,"691,748",Kern,Elk Hills,35.324306,-119.582346,Occidental Oil and Gas,"8,931",
FF_Disclosures_Refined,388,04-030-50692,2013-06-20,Hydraulic Fracture,Oil,,"153,099",Kern,Elk Hills,35.268359,-119.477376,Occidental Oil and Gas,"4,525",
FF_Disclosures_Refined,389,04-030-50689,2013-06-27,Hydraulic Fracture,Oil,,"202,651",Kern,Elk Hills,35.275888,-119.478855,Occidental Oil and Gas,"4,723",
FF_Disclosures_Refined,390,04-030-50690,2013-07-12,Hydraulic Fracture,Oil,,"214,533",Kern,Elk Hills,35.271578,-119.479299,Occidental Oil and Gas,"4,626",
FF_Disclosures_Refined,391,04-030-50687,2013-07-14,Hydraulic Fracture,Oil,,"224,623",Kern,Elk Hills,35.268104,-119.485595,Occidental Oil and Gas,"4,424",
FF_Disclosures_Refined,392,04-030-51299,2013-07-18,Hydraulic Fracture,Oil,,"217,999",Kern,Elk Hills,35.273706,-119.503542,Occidental Oil and Gas,"4,278",
FF_Disclosures_Refined,393,04-030-51301,2013-07-21,Hydraulic Fracture,Oil,,"224,123",Kern,Elk Hills,35.280125,-119.493189,Occidental Oil and Gas,"4,416",
FF_Disclosures_Refined,394,04-030-51302,2013-07-23,Hydraulic Fracture,Oil,,"199,339",Kern,Elk Hills,35.279481,-119.474597,Occidental Oil and Gas,"4,722",
FF_Disclosures_Refined,395,04-030-51298,2013-07-26,Hydraulic Fracture,Oil,,"203,631",Kern,Elk Hills,35.307013,-119.559312,Occidental Oil and Gas,"3,518",
FF_Disclosures_Refined,396,04-030-46457,2013-07-28,Hydraulic Fracture,Oil,,"57,751",Kern,Elk Hills,35.303754,-119.557768,Occidental Oil and Gas,"3,519",
FF_Disclosures_Refined,397,04-030-51297,2013-07-31,Hydraulic Fracture,Oil,,"233,881",Kern,Elk Hills,35.300785,-119.561453,Occidental Oil and Gas,"3,928",
FF_Disclosures_Refined,398,04-030-51560,2013-08-03,Hydraulic Fracture,Oil,,"229,899",Kern,Elk Hills,35.307366,-119.562591,Occidental Oil and Gas,"3,366",
FF_Disclosures_Refined,399,04-030-51561,2013-08-09,Hydraulic Fracture,Oil,,"229,166",Kern,Elk Hills,35.302664,-119.557573,Occidental Oil and Gas,"3,646",
FF_Disclosures_Refined,400,04-030-51572,2013-08-19,Hydraulic Fracture,Oil,,"153,404",Kern,Elk Hills,35.28825,-119.525894,Occidental Oil and Gas,"3,850",
FF_Disclosures_Refined,401,04-030-51571,2013-08-24,Hydraulic Fracture,Oil,,"174,404",Kern,Elk Hills,35.282941,-119.517747,Occidental Oil and Gas,"3,887",
FF_Disclosures_Refined,402,04-030-51573,2013-08-29,Hydraulic Fracture,Oil,,"216,881",Kern,Elk Hills,35.278368,-119.506296,Occidental Oil and Gas,"3,925",
FF_Disclosures_Refined,403,04-030-51879,2013-09-08,Hydraulic Fracture,Oil,,"235,448",Kern,Elk Hills,35.291147,-119.528113,Occidental Oil and Gas,"3,782",
FF_Disclosures_Refined,404,04-030-51878,2013-09-13,Hydraulic Fracture,Oil,,"196,592",Kern,Elk Hills,35.273869,-119.475357,Occidental Oil and Gas,"4,771",
FF_Disclosures_Refined,405,04-030-27362,2013-09-22,Hydraulic Fracture,Oil,,"48,730",Kern,Elk Hills,35.276212,-119.4671,Occidental Oil and Gas,"4,627",
FF_Disclosures_Refined,406,04-030-51876,2013-10-04,Hydraulic Fracture,Oil,,"183,062",Kern,Elk Hills,35.280312,-119.451624,Occidental Oil and Gas,"3,817",
FF_Disclosures_Refined,407,04-030-52128,2013-10-04,Hydraulic Fracture,Oil,,"220,379",Kern,Elk Hills,35.2813,-119.504379,Occidental Oil and Gas,"3,998",
FF_Disclosures_Refined,408,04-030-52127,2013-10-12,Hydraulic Fracture,Oil,,"232,662",Kern,Elk Hills,35.278426,-119.510469,Occidental Oil and Gas,"4,039",
FF_Disclosures_Refined,409,04-030-44522,2012-01-11,Hydraulic Fracture,Oil,,"274,680",Kern,"Belridge, South",35.482492,-119.757088,XTO Energy/ExxonMobil,"2,869",
FF_Disclosures_Refined,410,04-030-44505,2012-01-23,Hydraulic Fracture,Oil,,"239,652",Kern,"Belridge, South",35.483127,-119.757319,XTO Energy/ExxonMobil,"2,814",
FF_Disclosures_Refined,411,04-030-44506,2012-01-23,Hydraulic Fracture,Oil,,"265,734",Kern,"Belridge, South",35.483308,-119.757791,XTO Energy/ExxonMobil,"2,878",
FF_Disclosures_Refined,412,04-030-44508,2012-01-24,Hydraulic Fracture,Oil,,"260,904",Kern,"Belridge, South",35.483645,-119.757768,XTO Energy/ExxonMobil,"2,853",
FF_Disclosures_Refined,413,04-030-44520,2012-01-24,Hydraulic Fracture,Oil,,"270,564",Kern,"Belridge, South",35.483471,-119.757698,XTO Energy/ExxonMobil,"2,853",
FF_Disclosures_Refined,414,04-030-44309,2012-01-26,Hydraulic Fracture,Oil,,"274,092",Kern,"Belridge, South",35.483944,-119.758126,XTO Energy/ExxonMobil,"2,817",
FF_Disclosures_Refined,415,04-030-44504,2012-01-26,Hydraulic Fracture,Oil,,"269,514",Kern,"Belridge, South",35.484264,-119.758818,XTO Energy/ExxonMobil,"2,872",
FF_Disclosures_Refined,416,04-030-44507,2012-01-28,Hydraulic Fracture,Oil,,"265,272",Kern,"Belridge, South",35.483716,-119.758363,XTO Energy/ExxonMobil,"2,867",
FF_Disclosures_Refined,417,04-030-47850,2012-10-01,Hydraulic Fracture,Oil,,"292,530",Kern,"Belridge, South",35.478741,-119.745954,XTO Energy/ExxonMobil,"2,997",
FF_Disclosures_Refined,418,04-030-47932,2013-02-21,Hydraulic Fracture,Oil,,"267,582",Kern,"Belridge, South",35.480562,-119.753749,XTO Energy/ExxonMobil,"2,842",
FF_Disclosures_Refined,419,04-030-47838,2013-03-11,Hydraulic Fracture,Oil,,"278,292",Kern,"Belridge, South",35.47941,-119.751292,XTO Energy/ExxonMobil,"2,850",
FF_Disclosures_Refined,420,04-030-47935,2013-03-11,Hydraulic Fracture,Oil,,"268,170",Kern,"Belridge, South",35.479636,-119.751653,XTO Energy/ExxonMobil,"2,844",
FF_Disclosures_Refined,421,04-030-47936,2013-03-13,Hydraulic Fracture,Oil,,"267,036",Kern,"Belridge, South",35.479076,-119.750604,XTO Energy/ExxonMobil,"2,879",
FF_Disclosures_Refined,422,04-030-47834,2013-03-13,Hydraulic Fracture,Oil,,"231,336",Kern,"Belridge, South",35.477861,-119.752958,XTO Energy/ExxonMobil,"2,895",
FF_Disclosures_Refined,423,04-030-47833,2013-03-14,Hydraulic Fracture,Oil,,"230,790",Kern,"Belridge, South",35.478516,-119.753635,XTO Energy/ExxonMobil,"2,895",
FF_Disclosures_Refined,424,04-030-47835,2013-03-15,Hydraulic Fracture,Oil,,"107,772",Kern,"Belridge, South",35.476369,-119.753968,XTO Energy/ExxonMobil,"2,980",
FF_Disclosures_Refined,425,04-030-47888,2013-04-08,Hydraulic Fracture,Oil,,"279,300",Kern,"Belridge, South",35.478093,-119.747409,XTO Energy/ExxonMobil,"2,818",
FF_Disclosures_Refined,426,04-030-47937,2013-04-08,Hydraulic Fracture,Oil,,"271,110",Kern,"Belridge, South",35.478696,-119.748083,XTO Energy/ExxonMobil,"2,842",
FF_Disclosures_Refined,427,04-030-47887,2013-04-10,Hydraulic Fracture,Oil,,"281,316",Kern,"Belridge, South",35.478571,-119.747925,XTO Energy/ExxonMobil,"2,856",
FF_Disclosures_Refined,428,04-030-47938,2013-04-10,Hydraulic Fracture,Oil,,"261,870",Kern,"Belridge, South",35.478218,-119.747501,XTO Energy/ExxonMobil,"2,842",
FF_Disclosures_Refined,429,04-030-47889,2013-04-12,Hydraulic Fracture,Oil,,"276,108",Kern,"Belridge, South",35.477585,-119.74687,XTO Energy/ExxonMobil,"2,820",
FF_Disclosures_Refined,430,04-030-47939,2013-04-12,Hydraulic Fracture,Oil,,"261,114",Kern,"Belridge, South",35.477756,-119.747114,XTO Energy/ExxonMobil,"2,799",
FF_Disclosures_Refined,431,04-030-44613,2011-10-25,Hydraulic Fracture,Oil,,"41,580",Kern,"Belridge, South",35.4724704,-119.7408576,Aera Energy LLC,"1,940",
FF_Disclosures_Refined,432,04-030-44614,2011-10-25,Hydraulic Fracture,Oil,,"40,236",Kern,"Belridge, South",35.4726887,-119.7404446,Aera Energy LLC,"1,980",
FF_Disclosures_Refined,433,04-030-45975,2012-03-21,Hydraulic Fracture,Oil,,"50,980",Kern,"Belridge, South",35.4492149,-119.7066212,Aera Energy LLC,"1,690",
FF_Disclosures_Refined,434,04-030-46049,2012-05-02,Hydraulic Fracture,Oil,,"20,748",Kern,"Belridge, South",35.4641356,-119.7311451,Aera Energy LLC,"1,965",
FF_Disclosures_Refined,435,04-030-46051,2012-05-02,Hydraulic Fracture,Oil,,"21,042",Kern,"Belridge, South",35.4641453,-119.7311956,Aera Energy LLC,"1,558",
FF_Disclosures_Refined,436,04-030-46648,2012-05-07,Hydraulic Fracture,Oil,,"75,768",Kern,"Belridge, South",35.4342227,-119.6894494,Aera Energy LLC,"1,960",
FF_Disclosures_Refined,437,04-030-46650,2012-05-07,Hydraulic Fracture,Oil,,"76,020",Kern,"Belridge, South",35.4333236,-119.6888875,Aera Energy LLC,"1,990",
FF_Disclosures_Refined,438,04-030-46652,2012-05-08,Hydraulic Fracture,Oil,,"70,266",Kern,"Belridge, South",35.4326587,-119.6903196,Aera Energy LLC,"1,990",
FF_Disclosures_Refined,439,04-030-47162,2012-05-08,Hydraulic Fracture,Oil,,"90,552",Kern,"Belridge, South",35.4332078,-119.6878364,Aera Energy LLC,"1,980",
FF_Disclosures_Refined,440,04-030-46037,2012-05-09,Hydraulic Fracture,Oil,,"19,572",Kern,"Belridge, South",35.4648947,-119.7330087,Aera Energy LLC,"1,890",
FF_Disclosures_Refined,441,04-030-46649,2012-05-09,Hydraulic Fracture,Oil,,"74,466",Kern,"Belridge, South",35.4339118,-119.6928247,Aera Energy LLC,"1,950",
FF_Disclosures_Refined,442,04-030-46651,2012-05-09,Hydraulic Fracture,Oil,,"74,844",Kern,"Belridge, South",35.4331911,-119.690962,Aera Energy LLC,"1,920",
FF_Disclosures_Refined,443,04-030-46039,2012-05-10,Hydraulic Fracture,Oil,,"20,706",Kern,"Belridge, South",35.4641563,-119.7321334,Aera Energy LLC,"1,900",
FF_Disclosures_Refined,444,04-030-46042,2012-05-10,Hydraulic Fracture,Oil,,"20,496",Kern,"Belridge, South",35.4641816,-119.7321711,Aera Energy LLC,"1,470",
FF_Disclosures_Refined,445,04-030-47169,2012-05-10,Hydraulic Fracture,Oil,,"91,560",Kern,"Belridge, South",35.4314458,-119.6878832,Aera Energy LLC,"2,140",
FF_Disclosures_Refined,446,04-030-47332,2012-05-10,Hydraulic Fracture,Oil,,"76,818",Kern,"Belridge, South",35.4311164,-119.68781,Aera Energy LLC,"2,180",
FF_Disclosures_Refined,447,04-030-47329,2012-05-11,Hydraulic Fracture,Oil,,"91,140",Kern,"Belridge, South",35.4322154,-119.6892108,Aera Energy LLC,"2,090",
FF_Disclosures_Refined,448,04-030-46646,2012-05-14,Hydraulic Fracture,Oil,,"70,308",Kern,"Belridge, South",35.4347722,-119.6884465,Aera Energy LLC,"1,970",
FF_Disclosures_Refined,449,04-030-46647,2012-05-14,Hydraulic Fracture,Oil,,"67,326",Kern,"Belridge, South",35.434953,-119.6902756,Aera Energy LLC,"1,930",
FF_Disclosures_Refined,450,04-030-44770,2012-05-15,Hydraulic Fracture,Oil,,"22,386",Kern,"Belridge, South",35.4653816,-119.7287265,Aera Energy LLC,"1,560",
FF_Disclosures_Refined,451,04-030-44771,2012-05-15,Hydraulic Fracture,Oil,,"19,278",Kern,"Belridge, South",35.4644046,-119.7282841,Aera Energy LLC,"1,470",
FF_Disclosures_Refined,452,04-030-46644,2012-05-15,Hydraulic Fracture,Oil,,"75,180",Kern,"Belridge, South",35.4368851,-119.6902194,Aera Energy LLC,"1,880",
FF_Disclosures_Refined,453,04-030-46645,2012-05-15,Hydraulic Fracture,Oil,,"75,642",Kern,"Belridge, South",35.4352795,-119.688999,Aera Energy LLC,"1,950",
FF_Disclosures_Refined,454,04-030-47323,2012-05-16,Hydraulic Fracture,Oil,,"90,888",Kern,"Belridge, South",35.4361927,-119.6895724,Aera Energy LLC,"1,840",
FF_Disclosures_Refined,455,04-030-47326,2012-05-17,Hydraulic Fracture,Oil,,"88,830",Kern,"Belridge, South",35.4277369,-119.6802676,Aera Energy LLC,"2,320",
FF_Disclosures_Refined,456,04-030-47327,2012-05-17,Hydraulic Fracture,Oil,,"88,956",Kern,"Belridge, South",35.4269756,-119.6792059,Aera Energy LLC,"2,320",
FF_Disclosures_Refined,457,04-030-47333,2012-05-18,Hydraulic Fracture,Oil,,"92,148",Kern,"Belridge, South",35.4298006,-119.6816867,Aera Energy LLC,"2,180",
FF_Disclosures_Refined,458,04-030-47337,2012-05-18,Hydraulic Fracture,Oil,,"77,616",Kern,"Belridge, South",35.4284321,-119.6813715,Aera Energy LLC,"2,260",
FF_Disclosures_Refined,459,04-030-46053,2012-05-21,Hydraulic Fracture,Oil,,"21,462",Kern,"Belridge, South",35.4644655,-119.7316234,Aera Energy LLC,"1,982",
FF_Disclosures_Refined,460,04-030-46054,2012-05-21,Hydraulic Fracture,Oil,,"19,950",Kern,"Belridge, South",35.4644723,-119.7316923,Aera Energy LLC,"1,550",
FF_Disclosures_Refined,461,04-030-47171,2012-05-21,Hydraulic Fracture,Oil,,"76,776",Kern,"Belridge, South",35.4301478,-119.6835521,Aera Energy LLC,"2,170",
FF_Disclosures_Refined,462,04-030-47172,2012-05-21,Hydraulic Fracture,Oil,,"76,818",Kern,"Belridge, South",35.4303102,-119.6843017,Aera Energy LLC,"2,190",
FF_Disclosures_Refined,463,04-030-47335,2012-05-22,Hydraulic Fracture,Oil,,"77,490",Kern,"Belridge, South",35.4289363,-119.6832885,Aera Energy LLC,"2,270",
FF_Disclosures_Refined,464,04-030-46057,2012-05-23,Hydraulic Fracture,Oil,,"22,134",Kern,"Belridge, South",35.4639148,-119.7316895,Aera Energy LLC,"1,908",
FF_Disclosures_Refined,465,04-030-46058,2012-05-23,Hydraulic Fracture,Oil,,"21,126",Kern,"Belridge, South",35.4639076,-119.7317591,Aera Energy LLC,"1,484",
FF_Disclosures_Refined,466,04-030-45298,2012-05-24,Hydraulic Fracture,Oil,,"38,094",Kern,"Belridge, South",35.4718442,-119.7426414,Aera Energy LLC,"1,560",
FF_Disclosures_Refined,467,04-030-45300,2012-05-24,Hydraulic Fracture,Oil,,"52,290",Kern,"Belridge, South",35.4712539,-119.7410856,Aera Energy LLC,"1,890",
FF_Disclosures_Refined,468,04-030-45861,2012-05-24,Hydraulic Fracture,Oil,,"62,202",Kern,"Belridge, South",35.454972,-119.7133426,Aera Energy LLC,"1,796",
FF_Disclosures_Refined,469,04-030-45867,2012-05-24,Hydraulic Fracture,Oil,,"77,322",Kern,"Belridge, South",35.4556356,-119.7143194,Aera Energy LLC,"1,876",
FF_Disclosures_Refined,470,04-030-45269,2012-05-25,Hydraulic Fracture,Oil,,"37,422",Kern,"Belridge, South",35.4729935,-119.7395628,Aera Energy LLC,"2,060",
FF_Disclosures_Refined,471,04-030-45299,2012-05-25,Hydraulic Fracture,Oil,,"37,128",Kern,"Belridge, South",35.4718249,-119.7416746,Aera Energy LLC,"1,920",
FF_Disclosures_Refined,472,04-030-45858,2012-05-25,Hydraulic Fracture,Oil,,"75,600",Kern,"Belridge, South",35.4551837,-119.7141518,Aera Energy LLC,"1,853",
FF_Disclosures_Refined,473,04-030-45859,2012-05-25,Hydraulic Fracture,Oil,,"62,706",Kern,"Belridge, South",35.455039,-119.713895,Aera Energy LLC,"1,820",
FF_Disclosures_Refined,474,04-030-45860,2012-05-25,Hydraulic Fracture,Oil,,"60,102",Kern,"Belridge, South",35.4553311,-119.7130067,Aera Energy LLC,"1,920",
FF_Disclosures_Refined,475,04-030-45862,2012-05-25,Hydraulic Fracture,Oil,,"40,320",Kern,"Belridge, South",35.4549742,-119.7126391,Aera Energy LLC,"1,872",
FF_Disclosures_Refined,476,04-030-47170,2012-05-29,Hydraulic Fracture,Oil,,"76,818",Kern,"Belridge, South",35.4308558,-119.6867194,Aera Energy LLC,"2,180",
FF_Disclosures_Refined,477,04-030-47173,2012-05-29,Hydraulic Fracture,Oil,,"76,734",Kern,"Belridge, South",35.4303986,-119.6857091,Aera Energy LLC,"2,180",
FF_Disclosures_Refined,478,04-030-47334,2012-05-31,Hydraulic Fracture,Oil,,"77,196",Kern,"Belridge, South",35.4302015,-119.6859135,Aera Energy LLC,"2,220",
FF_Disclosures_Refined,479,04-030-47336,2012-05-31,Hydraulic Fracture,Oil,,"88,494",Kern,"Belridge, South",35.429288,-119.6850901,Aera Energy LLC,"2,280",
FF_Disclosures_Refined,480,04-030-44769,2012-06-01,Hydraulic Fracture,Oil,,"18,060",Kern,"Belridge, South",35.4680136,-119.7309834,Aera Energy LLC,"1,680",
FF_Disclosures_Refined,481,04-030-49632,2013-04-15,Hydraulic Fracture,Oil,,"106,218",Kern,"Belridge, South",35.4525571,-119.708119,Aera Energy LLC,"1,911",
FF_Disclosures_Refined,482,04-030-49635,2013-04-15,Hydraulic Fracture,Oil,,"109,704",Kern,"Belridge, South",35.452342,-119.7082985,Aera Energy LLC,"1,901",
FF_Disclosures_Refined,483,04-030-49636,2013-04-15,Hydraulic Fracture,Oil,,"110,418",Kern,"Belridge, South",35.4522531,-119.7079013,Aera Energy LLC,"1,861",
FF_Disclosures_Refined,484,04-030-49337,2013-04-17,Hydraulic Fracture,Oil,,"24,612",Kern,"Belridge, South",35.4690157,-119.7407441,Aera Energy LLC,"1,410",
FF_Disclosures_Refined,485,04-030-49349,2013-04-17,Hydraulic Fracture,Oil,,"21,504",Kern,"Belridge, South",35.4690506,-119.7406898,Aera Energy LLC,"1,794",
FF_Disclosures_Refined,486,04-030-49350,2013-04-17,Hydraulic Fracture,Oil,,"20,706",Kern,"Belridge, South",35.4681632,-119.7407366,Aera Energy LLC,"1,786",
FF_Disclosures_Refined,487,04-030-49351,2013-04-17,Hydraulic Fracture,Oil,,"21,504",Kern,"Belridge, South",35.4681903,-119.7407968,Aera Energy LLC,"1,382",
FF_Disclosures_Refined,488,04-030-49555,2013-04-17,Hydraulic Fracture,Oil,,"89,040",Kern,"Belridge, South",35.45494,-119.7114003,Aera Energy LLC,"2,051",
FF_Disclosures_Refined,489,04-030-49631,2013-04-17,Hydraulic Fracture,Oil,,"123,942",Kern,"Belridge, South",35.4544141,-119.7109459,Aera Energy LLC,"2,051",
FF_Disclosures_Refined,490,04-030-49637,2013-04-17,Hydraulic Fracture,Oil,,"109,242",Kern,"Belridge, South",35.4522131,-119.7081238,Aera Energy LLC,"1,881",
FF_Disclosures_Refined,491,04-030-49552,2013-04-19,Hydraulic Fracture,Oil,,"124,404",Kern,"Belridge, South",35.4554669,-119.7122819,Aera Energy LLC,"2,051",
FF_Disclosures_Refined,492,04-030-49553,2013-04-19,Hydraulic Fracture,Oil,,"99,372",Kern,"Belridge, South",35.4553987,-119.711843,Aera Energy LLC,"2,051",
FF_Disclosures_Refined,493,04-030-49554,2013-04-19,Hydraulic Fracture,Oil,,"122,892",Kern,"Belridge, South",35.4551187,-119.7117315,Aera Energy LLC,"2,051",
FF_Disclosures_Refined,494,04-030-49979,2013-04-19,Hydraulic Fracture,Oil,,"72,156",Kern,"Belridge, South",35.4746287,-119.7422399,Aera Energy LLC,"2,081",
FF_Disclosures_Refined,495,04-030-49343,2013-04-22,Hydraulic Fracture,Oil,,"28,938",Kern,"Belridge, South",35.467989,-119.7411947,Aera Energy LLC,"1,817",
FF_Disclosures_Refined,496,04-030-49344,2013-04-22,Hydraulic Fracture,Oil,,"25,662",Kern,"Belridge, South",35.4679513,-119.7412444,Aera Energy LLC,"1,406",
FF_Disclosures_Refined,497,04-030-49919,2013-04-22,Hydraulic Fracture,Oil,,"65,226",Kern,"Belridge, South",35.4730776,-119.7414909,Aera Energy LLC,"1,971",
FF_Disclosures_Refined,498,04-030-49977,2013-04-22,Hydraulic Fracture,Oil,,"94,500",Kern,"Belridge, South",35.4758503,-119.7415794,Aera Energy LLC,"2,121",
FF_Disclosures_Refined,499,04-030-49978,2013-04-22,Hydraulic Fracture,Oil,,"68,418",Kern,"Belridge, South",35.472561,-119.7389439,Aera Energy LLC,"2,031",
FF_Disclosures_Refined,500,04-030-49980,2013-04-22,Hydraulic Fracture,Oil,,"83,538",Kern,"Belridge, South",35.4738651,-119.7404149,Aera Energy LLC,"2,091",
