API,Basin,Cnty_Name,FieldName,AreaName,PoolName,First0fFirstProdthenInjDate,FirstProdDate,FirstInjDate,DOGGR_API,searched_DOGGR_API,frac_confirmed_DOGGR_API,frac_pack_DOGGR_API
04-030-37408,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),1/1/09,1/1/09,,03037408,,,
04-030-37409,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),1/1/09,1/1/09,,03037409,,,
04-030-37413,San Joaquin,Kern,McKittrick,Northeast Area,Tulare,11/1/08,11/1/08,11/1/08,03037413,,,
04-030-37420,San Joaquin,Kern,Kern River,Any Area,Kern River,9/1/11,,9/1/11,03037420,,,
04-030-37427,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/08,,12/1/08,03037427,,,
04-030-37428,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/08,,12/1/08,03037428,,,
04-030-37429,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/08,,12/1/08,03037429,,,
04-030-37430,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/08,,12/1/08,03037430,,,
04-030-37431,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/08,,12/1/08,03037431,,,
04-030-37432,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/08,,12/1/08,03037432,03037432,03037432,
04-030-37433,San Joaquin,Kern,Cymric,Welport Area,Tulare,3/1/09,,3/1/09,03037433,,,
04-030-37434,San Joaquin,Kern,Cymric,Welport Area,Tulare,12/1/08,,12/1/08,03037434,,,
04-030-37435,San Joaquin,Kern,Cymric,Welport Area,Tulare,12/1/08,,12/1/08,03037435,,,
04-030-37436,San Joaquin,Kern,Kern River,Any Area,Kern River,10/1/12,,10/1/12,03037436,,,
04-030-37442,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,12/1/08,,12/1/08,03037442,,,
04-030-37443,San Joaquin,Kern,Cymric,Welport Area,Tulare,12/1/08,,12/1/08,03037443,,,
04-030-37444,San Joaquin,Kern,Cymric,Welport Area,Tulare,3/1/09,,3/1/09,03037444,,,
04-030-37445,San Joaquin,Kern,Cymric,Welport Area,Tulare,3/1/09,,3/1/09,03037445,,,
04-030-37446,San Joaquin,Kern,Cymric,Welport Area,Tulare,3/1/09,,3/1/09,03037446,03037446,,
04-030-37458,San Joaquin,Kern,Lost Hills,Any Area,Antelope/McDonald,1/1/09,1/1/09,,03037458,,,
04-030-37459,San Joaquin,Kern,Lost Hills,Any Area,Antelope/McDonald,3/1/09,3/1/09,,03037459,,,
04-030-37460,San Joaquin,Kern,Fruitvale,Main Area,No Pool Breakdown,11/1/08,11/1/08,,03037460,,,
04-030-37461,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037461,,,
04-030-37462,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037462,03037462,03037462,
04-030-37463,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037463,,,
04-030-37464,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037464,,,
04-030-37465,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037465,,,
04-030-37466,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,8/1/09,8/1/09,7/1/09,03037466,,,
04-030-37467,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/09,7/1/09,7/1/09,03037467,,,
04-030-37478,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,12/1/08,12/1/08,,03037478,,,
04-030-37479,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,12/1/08,12/1/08,8/1/11,03037479,,,
04-030-37480,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,11/1/08,11/1/08,,03037480,,,
04-030-37481,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,11/1/08,11/1/08,,03037481,03037481,,
04-030-37482,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,11/1/08,11/1/08,12/1/12,03037482,,,
04-030-37483,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,11/1/08,11/1/08,6/1/12,03037483,,,
04-030-37484,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,12/1/08,12/1/08,,03037484,,,
04-030-37485,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,11/1/08,11/1/08,,03037485,,,
04-030-37486,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,11/1/08,11/1/08,,03037486,,,
04-030-37488,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,Antelope Shale-West Dome,12/1/08,12/1/08,,03037488,03037488,,
04-030-37489,San Joaquin,Kern,Poso Creek,Premier Area,Etchegoin-Chanac,5/1/09,5/1/09,,03037489,,,
04-030-37494,San Joaquin,Kern,Poso Creek,Premier Area,Etchegoin-Chanac,5/1/09,5/1/09,,03037494,03037494,,
04-030-37499,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,Upper (Undifferentiated),10/1/10,,10/1/10,03037499,,,
04-030-37504,San Joaquin,Kern,McKittrick,Main Area,Tulare,4/1/09,4/1/09,,03037504,,,
04-030-37508,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),3/1/10,3/1/10,,03037508,,,
04-030-37509,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),2/1/09,2/1/09,,03037509,03037509,,
04-030-37510,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),3/1/10,3/1/10,,03037510,,,
04-030-37511,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),3/1/10,3/1/10,,03037511,,,
04-030-37512,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),3/1/09,3/1/09,,03037512,,,
04-030-37513,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),4/1/09,4/1/09,,03037513,,,
04-030-37514,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),3/1/10,3/1/10,,03037514,,,
04-030-37515,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),3/1/10,3/1/10,,03037515,,,
04-030-37516,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),3/1/10,3/1/10,,03037516,,,
04-030-37521,San Joaquin,Kern,Mount Poso,Main Area,Pyramid Hill,12/1/08,12/1/08,,03037521,,,
04-030-37522,San Joaquin,Kern,Mount Poso,Main Area,Pyramid Hill,1/1/09,1/1/09,,03037522,,,
04-030-37529,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,11/1/08,11/1/08,1/1/09,03037529,,,
04-030-37530,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,11/1/08,11/1/08,12/1/08,03037530,,,
04-030-37531,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,11/1/08,11/1/08,12/1/08,03037531,03037531,,
04-030-37532,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,11/1/08,11/1/08,11/1/08,03037532,,,
04-030-37533,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,11/1/08,11/1/08,11/1/08,03037533,,,
04-030-37534,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,11/1/08,11/1/08,12/1/08,03037534,,,
04-030-37535,San Joaquin,Kern,"Antelope Hills, North",Any Area,Point of Rocks,1/1/09,,1/1/09,03037535,,,
04-030-37536,San Joaquin,Kern,"Antelope Hills, North",Any Area,Point of Rocks,1/1/09,,1/1/09,03037536,,,
04-030-37537,San Joaquin,Kern,"Antelope Hills, North",Any Area,Point of Rocks,1/1/09,,1/1/09,03037537,,,
04-030-37538,San Joaquin,Kern,"Antelope Hills, North",Any Area,Point of Rocks,1/1/09,,1/1/09,03037538,,,
04-030-37539,San Joaquin,Kern,"Antelope Hills, North",Any Area,Point of Rocks,1/1/09,,1/1/09,03037539,,,
04-030-37540,San Joaquin,Kern,"Antelope Hills, North",Any Area,Point of Rocks,1/1/09,,1/1/09,03037540,,,
04-030-37541,San Joaquin,Kern,"Antelope Hills, North",Any Area,Point of Rocks,1/1/09,,1/1/09,03037541,03037541,,
04-030-37542,San Joaquin,Kern,Cymric,Welport Area,Tulare,12/1/08,,12/1/08,03037542,,,
04-030-37543,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,1/1/09,1/1/09,,03037543,,,
04-030-37544,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,1/1/09,1/1/09,,03037544,03037544,03037544,
04-030-37545,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,2/1/09,2/1/09,,03037545,,,
04-030-37546,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,1/1/09,1/1/09,,03037546,,,
04-030-37547,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,1/1/09,1/1/09,,03037547,,,
04-030-37548,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,1/1/09,1/1/09,,03037548,,,
04-030-37549,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,1/1/09,1/1/09,,03037549,,,
04-030-37550,San Joaquin,Kern,Mount Poso,Main Area,Pyramid Hill,12/1/08,12/1/08,,03037550,,,
04-030-37551,San Joaquin,Kern,Rosedale Ranch,Main Area,No Pool Breakdown,6/1/10,6/1/10,,03037551,,,
04-030-37552,San Joaquin,Kern,Lost Hills,Any Area,Antelope/McDonald,4/1/09,4/1/09,,03037552,03037552,03037552,
04-030-37553,San Joaquin,Kern,Kern River,Any Area,Kern River,10/1/08,10/1/08,10/1/08,03037553,03037553,,
04-030-37554,San Joaquin,Kern,Kern River,Any Area,Kern River,10/1/08,10/1/08,1/1/10,03037554,,,
04-030-37555,San Joaquin,Kern,Kern River,Any Area,Kern River,1/1/09,,1/1/09,03037555,,,
04-030-37556,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/08,,12/1/08,03037556,,,
04-030-37560,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,10/1/09,,10/1/09,03037560,03037560,03037560,
04-030-37561,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,10/1/09,,10/1/09,03037561,,,
04-030-37562,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,Upper (Undifferentiated),12/1/08,,12/1/08,03037562,03037562,,
04-030-37579,San Joaquin,Kern,Lost Hills,Any Area,Tulare-Etchegoin,11/1/08,,11/1/08,03037579,03037579,,
04-030-37580,San Joaquin,Kern,Lost Hills,Any Area,Tulare-Etchegoin,11/1/08,,11/1/08,03037580,,,
04-030-37581,San Joaquin,Kern,Lost Hills,Any Area,Tulare-Etchegoin,11/1/08,,11/1/08,03037581,,,
04-030-37582,San Joaquin,Kern,Lost Hills,Any Area,Tulare-Etchegoin,11/1/08,,11/1/08,03037582,,,
04-030-37583,San Joaquin,Kern,Lost Hills,Any Area,Tulare-Etchegoin,12/1/08,,12/1/08,03037583,,,
04-030-37584,San Joaquin,Kern,Lost Hills,Any Area,Tulare-Etchegoin,12/1/08,,12/1/08,03037584,,,
04-030-37585,San Joaquin,Kern,Lost Hills,Any Area,Tulare-Etchegoin,12/1/08,,12/1/08,03037585,,,
04-030-37586,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,4/1/09,,4/1/09,03037586,,,
04-030-37587,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,5/1/09,,5/1/09,03037587,,,
04-030-37588,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,3/1/09,,3/1/09,03037588,,,
04-030-37589,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,3/1/09,,3/1/09,03037589,,,
04-030-37590,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,4/1/09,,4/1/09,03037590,,,
04-030-37591,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,5/1/09,,5/1/09,03037591,,,
04-030-37592,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,1/1/09,,1/1/09,03037592,,,
04-030-37593,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,5/1/09,,5/1/09,03037593,,,
04-030-37594,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,3/1/09,,3/1/09,03037594,,,
04-030-37595,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,5/1/09,,5/1/09,03037595,,,
04-030-37596,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,1/1/09,,1/1/09,03037596,,,
04-030-37597,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,1/1/09,,1/1/09,03037597,,,
04-030-37599,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,3/1/09,,3/1/09,03037599,,,
04-030-37600,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,1/1/09,,1/1/09,03037600,,,
04-030-37613,San Joaquin,Kern,Blackwells Corner,Any Area,No Pool Breakdown,1/1/09,1/1/09,,03037613,,,
04-030-37614,San Joaquin,Kern,Blackwells Corner,Any Area,No Pool Breakdown,1/1/09,1/1/09,,03037614,,,
04-030-37615,San Joaquin,Kern,"Antelope Hills, North",Any Area,Point of Rocks,1/1/09,,1/1/09,03037615,,,
04-030-37616,San Joaquin,Kern,"Antelope Hills, North",Any Area,Point of Rocks,1/1/09,,1/1/09,03037616,03037616,,
04-030-37622,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,1/1/09,1/1/09,10/1/11,03037622,03037622,,
04-030-37623,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,12/1/08,12/1/08,,03037623,,,
04-030-37624,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,12/1/08,12/1/08,,03037624,,,
04-030-37625,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,12/1/08,12/1/08,3/1/11,03037625,,,
04-030-37626,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,12/1/08,12/1/08,,03037626,,,
04-030-37627,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/09,6/1/09,5/1/09,03037627,,,
04-030-37628,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/09,6/1/09,5/1/09,03037628,,,
04-030-37629,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/09,5/1/09,4/1/09,03037629,,,
04-030-37630,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/09,6/1/09,5/1/09,03037630,,,
04-030-37631,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/09,5/1/09,4/1/09,03037631,,,
04-030-37632,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,8/1/10,8/1/10,,03037632,,,
04-030-37633,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,4/1/09,4/1/09,3/1/09,03037633,,,
04-030-37634,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,4/1/09,4/1/09,3/1/09,03037634,,,
04-030-37635,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037635,03037635,03037635,
04-030-37636,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037636,,,
04-030-37637,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037637,,,
04-030-37638,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037638,,,
04-030-37639,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037639,,,
04-030-37640,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037640,,,
04-030-37641,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,2/1/09,2/1/09,,03037641,,,
04-030-37642,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,2/1/09,2/1/09,,03037642,,,
04-030-37643,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,2/1/09,2/1/09,,03037643,,,
04-030-37644,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,4/1/09,4/1/09,,03037644,,,
04-030-37645,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,2/1/09,2/1/09,,03037645,,,
04-030-37646,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,2/1/09,2/1/09,,03037646,,,
04-030-37647,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,1/1/09,1/1/09,12/1/08,03037647,,,
04-030-37648,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,3/1/10,3/1/10,5/1/10,03037648,03037648,,
04-030-37649,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,4/1/10,4/1/10,6/1/10,03037649,,,
04-030-37650,San Joaquin,Kern,Tejon,Western Area,No Pool Breakdown,11/1/08,11/1/08,,03037650,,,
04-030-37651,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/09,7/1/09,6/1/09,03037651,,,
04-030-37653,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/11,6/1/11,5/1/11,03037653,03037653,,
04-030-37654,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/08,12/1/08,4/1/09,03037654,,,
04-030-37655,San Joaquin,Kern,Edison,Main Area,No Pool Breakdown,4/1/09,4/1/09,5/1/09,03037655,,,
04-030-37656,San Joaquin,Kern,Kern Front,Any Area,No Pool Breakdown,4/1/10,,4/1/10,03037656,,,
04-030-37657,San Joaquin,Kern,Kern Front,Any Area,No Pool Breakdown,11/1/10,,11/1/10,03037657,,,
04-030-37659,San Joaquin,Kern,Round Mountain,Main Area,Jewett-Vedder,12/1/08,12/1/08,,03037659,03037659,,
04-030-37661,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/08,12/1/08,1/1/09,03037661,,,
04-030-37662,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/08,12/1/08,2/1/09,03037662,,,
04-030-37663,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,3/1/09,,3/1/09,03037663,,,
04-030-37664,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,3/1/09,,3/1/09,03037664,,,
04-030-37665,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,4/1/09,,4/1/09,03037665,,,
04-030-37666,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,3/1/09,,3/1/09,03037666,03037666,,
04-030-37667,San Joaquin,Kern,"Belridge, South",Any Area,Tulare,3/1/09,,3/1/09,03037667,,,
04-030-37668,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,2/1/09,2/1/09,2/1/09,03037668,03037668,,
04-030-37669,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,12/1/08,12/1/08,12/1/08,03037669,,,
04-030-37670,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,1/1/09,1/1/09,1/1/09,03037670,,,
04-030-37671,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,2/1/09,2/1/09,2/1/09,03037671,,,
04-030-37672,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,1/1/09,1/1/09,1/1/09,03037672,,,
04-030-37673,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,1/1/09,1/1/09,12/1/08,03037673,,,
04-030-37674,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,5/1/09,5/1/09,5/1/09,03037674,,,
04-030-37675,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,5/1/09,5/1/09,5/1/09,03037675,,,
04-030-37676,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,5/1/09,5/1/09,5/1/09,03037676,,,
04-030-37677,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,2/1/09,2/1/09,2/1/09,03037677,,,
04-030-37687,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,3/1/09,,3/1/09,03037687,,,
04-030-37688,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,2/1/09,,2/1/09,03037688,,,
04-030-37689,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,2/1/09,,2/1/09,03037689,,,
04-030-37690,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,3/1/09,,3/1/09,03037690,,,
04-030-37691,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,3/1/09,,3/1/09,03037691,,,
04-030-37692,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,2/1/09,,2/1/09,03037692,,,
04-030-37693,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,2/1/09,,2/1/09,03037693,,,
04-030-37694,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,4/1/09,,4/1/09,03037694,,,
04-030-37695,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,4/1/09,,4/1/09,03037695,03037695,03037695,
04-030-37696,San Joaquin,Kern,"Belridge, North",Any Area,Diatomite,2/1/09,,2/1/09,03037696,,,
04-030-37699,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037699,,,
04-030-37700,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037700,,,
04-030-37701,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037701,,,
04-030-37702,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,12/1/08,12/1/08,,03037702,,,
04-030-37703,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037703,03037703,03037703,
04-030-37704,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037704,,,
04-030-37705,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037705,,,
04-030-37706,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037706,,,
04-030-37707,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037707,,,
04-030-37708,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,,1/1/09,03037708,,,
04-030-37709,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,6/1/09,6/1/09,6/1/09,03037709,,,
04-030-37710,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,3/1/09,3/1/09,3/1/09,03037710,,,
04-030-37711,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,5/1/09,5/1/09,5/1/09,03037711,,,
04-030-37712,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,5/1/09,5/1/09,5/1/09,03037712,03037712,,
04-030-37713,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,4/1/09,4/1/09,3/1/09,03037713,,,
04-030-37714,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,5/1/09,5/1/09,4/1/09,03037714,,,
04-030-37715,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,5/1/09,5/1/09,5/1/09,03037715,,,
04-030-37716,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,5/1/09,5/1/09,5/1/09,03037716,,,
04-030-37717,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,5/1/09,5/1/09,5/1/09,03037717,,,
04-030-37718,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/10,6/1/10,5/1/10,03037718,,,
04-030-37720,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/10,5/1/10,4/1/10,03037720,,,
04-030-37721,San Joaquin,Kern,Pleito,Ranch Area,No Pool Breakdown,1/1/09,1/1/09,,03037721,,,
04-030-37722,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,,1/1/09,03037722,,,
04-030-37723,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/09,,2/1/09,03037723,03037723,03037723,
04-030-37724,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,,1/1/09,03037724,,,
04-030-37725,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/09,,2/1/09,03037725,,,
04-030-37726,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/09,,2/1/09,03037726,,,
04-030-37728,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,Upper (Undifferentiated),12/1/09,12/1/09,,03037728,03037728,,
04-030-37729,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,Upper (Undifferentiated),1/1/09,1/1/09,,03037729,,,
04-030-37730,San Joaquin,Kern,"Antelope Hills, North",Any Area,Miocene-Eocene,11/1/08,11/1/08,3/1/11,03037730,,,
04-030-37731,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,5/1/09,5/1/09,4/1/09,03037731,,,
04-030-37732,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,3/1/09,3/1/09,3/1/09,03037732,,,
04-030-37733,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,3/1/09,3/1/09,3/1/09,03037733,,,
04-030-37734,San Joaquin,Kern,Cymric,Welport Area,Etchegoin,4/1/09,4/1/09,4/1/09,03037734,,,
04-030-37736,San Joaquin,Kern,Tejon Hills,Any Area,No Pool Breakdown,6/1/09,6/1/09,,03037736,,,
04-030-37737,San Joaquin,Kern,Tejon Hills,Any Area,No Pool Breakdown,6/1/09,6/1/09,,03037737,,,
04-030-37738,San Joaquin,Kern,Antelope Hills,Williams Area,Point of Rocks,12/1/08,12/1/08,,03037738,,,
04-030-37739,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037739,03037739,03037739,
04-030-37740,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037740,,,
04-030-37741,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037741,,,
04-030-37742,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037742,,,
04-030-37743,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037743,,,
04-030-37744,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/09,1/1/09,,03037744,,,
04-030-37745,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,1/1/09,1/1/09,6/1/12,03037745,,,
04-030-37746,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,1/1/09,1/1/09,12/1/12,03037746,03037746,,
04-030-37747,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,1/1/09,1/1/09,,03037747,,,
04-030-37748,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,2/1/09,2/1/09,11/1/12,03037748,,,
04-030-37749,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,9/1/09,9/1/09,8/1/11,03037749,,,
04-030-37750,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,1/1/09,1/1/09,5/1/11,03037750,,,
04-030-37751,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,1/1/09,1/1/09,5/1/11,03037751,,,
04-030-37752,San Joaquin,Kern,Kern Front,Any Area,Etchegoin,12/1/08,12/1/08,,03037752,03037752,,
04-030-37753,San Joaquin,Kern,Kern River,Any Area,Kern River,1/1/09,1/1/09,3/1/09,03037753,,,
04-030-37755,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/10,6/1/10,,03037755,,,
04-030-37756,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/10,5/1/10,10/1/10,03037756,,,
04-030-37757,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,Antelope Shale-East Dome,12/1/08,12/1/08,,03037757,,,
04-030-37758,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,Antelope Shale-East Dome,5/1/09,5/1/09,,03037758,,,
04-030-37759,San Joaquin,Kern,Poso Creek,Premier Area,Santa Margarita,5/1/09,,5/1/09,03037759,,,
04-030-37760,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,1/1/09,1/1/09,3/1/09,03037760,,,
