API,DOGGR_API,WR_only?,GIS_Code1,GIS_Code2,Basin,County,Field,Area,Pool,Latitude,Longitude,Lat_Long_Source,Date,Date_Source,Depth_ft,Depth_type,AW_Frac_DOGGR_API,AW_County,AW_Field,AW_Latitude,AW_fLongitude,AW_SPUDDate,AW_WellDepth_ft,CR_API,CR_DOGGR_API,CR_County,CR_Field,CR_Horizon,CR_Lat,CR_Lng,CR_Job_Start,CR_Job_End,CR_TVD_Start,Notices_API,Notices_DOGGR_API,Notices_Min_Depth,SC_API,SC_DOGGR_API,SC_Latitude,SC_Longitude,SC_Start_Date,FF_API,FF_DOGGR_API,FF_County,FF_Field,FF_Latitude,FF_Longitude,FF_JobStartDate,FF_JobEndDate,FF_True_Vertical_Depth,CV_API,CV_DOGGR_API,CV_Lat,CV_Lng,CV_Date_Treatment_Begin,CV_TVD_ft,WR_Frac_Confirmed_API,WR_Frac_Confirmed_DOGGR_API,WR_Frac_Pack_API,WR_Frac_Pack_DOGGR_API,WR_Latitude,WR_Longitude,Min_FP_FI_Date,FP_API,FP_DOGGR_API,FP_Date,FP_Pool_Name,FI_API,FI_DOGGR_API,FI_Date,FI_Pool_Name
04-019-25393,01925393,0,A,OG,San Joaquin,Fresno,Coalinga,Any Area,Temblor,36.24146,-120.37049,AW,3/1/13,FP,1714.06,TVD of well,,Fresno,Coalinga,36.24146,-120.37049,2/20/13,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25393,01925393,36.241506,-120.369516,,1714.06,,,,,,,3/1/13,04-019-25393,01925393,3/1/13,Temblor,,,,
04-019-25394,01925394,0,A,OG,San Joaquin,Fresno,Coalinga,Any Area,Temblor,36.239394,-120.370411,AW,3/1/13,FP,1861.1,TVD of well,,Fresno,Coalinga,36.239394,-120.370411,2/8/13,1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25394,01925394,36.239419,-120.369428,,1861.1,,,,,,,3/1/13,04-019-25394,01925394,3/1/13,Temblor,,,,
04-019-25397,01925397,0,N,SF,San Joaquin,Fresno,Coalinga,,,36.2478,-120.366988,AW,5/16/13,AW,1624.64,TVD of well,,Fresno,Coalinga,36.2478,-120.366988,5/16/13,1663,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25397,01925397,36.247845,-120.366015,,1624.64,,,,,,,,,,,,,,,
04-019-25398,01925398,0,A,OG,San Joaquin,Fresno,Coalinga,Any Area,Temblor,36.246295,-120.366391,AW,6/1/13,FP,1608.89,TVD of well,,Fresno,Coalinga,36.246295,-120.366391,5/9/13,1613,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25398,01925398,36.246341,-120.365417,,1608.89,,,,,,,6/1/13,04-019-25398,01925398,6/1/13,Temblor,,,,
04-019-25399,01925399,0,A,OG,San Joaquin,Fresno,Coalinga,Any Area,Temblor,36.247859,-120.366984,AW,6/1/13,FP,1510.31,TVD of well,,Fresno,Coalinga,36.247859,-120.366984,5/12/13,1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25399,01925399,36.247903,-120.36601,,1510.31,,,,,,,6/1/13,04-019-25399,01925399,6/1/13,Temblor,04-019-25399,01925399,6/1/13,Temblor
04-019-25400,01925400,0,A,OG,San Joaquin,Fresno,Coalinga,Any Area,Temblor,36.245188,-120.360469,AW,9/1/13,FP,1858.03,TVD of well,,Fresno,Coalinga,36.245188,-120.360469,5/27/13,1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25400,01925400,36.245238,-120.359501,,1858.03,,,,,,,9/1/13,04-019-25400,01925400,9/1/13,Temblor,,,,
04-019-25401,01925401,0,N,OG,San Joaquin,Fresno,Coalinga,Any Area,Temblor,36.244652,-120.361652,AW,8/1/13,FP,1809.31,TVD of well,,Fresno,Coalinga,36.244652,-120.361652,5/23/13,1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25401,01925401,36.244697,-120.36068,,1809.31,,,,,,,8/1/13,04-019-25401,01925401,8/1/13,Temblor,,,,
04-019-25402,01925402,0,A,OG,San Joaquin,Fresno,Coalinga,Any Area,Temblor,36.244916,-120.361698,AW,8/1/13,FP,1767.63,TVD of well,,Fresno,Coalinga,36.244916,-120.361698,5/20/13,1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25402,01925402,36.244962,-120.360726,,1767.63,,,,,,,8/1/13,04-019-25402,01925402,8/1/13,Temblor,,,,
04-019-25403,01925403,0,A,OG,San Joaquin,Fresno,Coalinga,Any Area,Temblor,36.247994,-120.365151,AW,6/1/13,FP,1598,TVD of well,,Fresno,Coalinga,36.247994,-120.365151,5/3/13,1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25403,01925403,36.24804,-120.364176,,1598,,,,,,,6/1/13,04-019-25403,01925403,6/1/13,Temblor,,,,
04-019-25404,01925404,0,A,OG,San Joaquin,Fresno,Coalinga,Any Area,Temblor,36.247697,-120.365627,AW,7/1/13,FP,1610.08,TVD of well,,Fresno,Coalinga,36.247697,-120.365627,6/4/13,1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25404,01925404,36.247741,-120.364655,,1610.08,,,,,,,7/1/13,04-019-25404,01925404,7/1/13,Temblor,,,,
04-019-25405,01925405,0,A,OG,San Joaquin,Fresno,Coalinga,Any Area,Temblor,36.246233,-120.36588,AW,6/1/13,FP,1655.15,TVD of well,,Fresno,Coalinga,36.246233,-120.36588,5/6/13,1664,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25405,01925405,36.246277,-120.364907,,1655.15,,,,,,,6/1/13,04-019-25405,01925405,6/1/13,Temblor,,,,
04-019-25406,01925406,0,N,OG,San Joaquin,Fresno,Coalinga,Any Area,Temblor,36.245193,-120.360474,AW,9/1/13,FP,1868.14,TVD of well,,Fresno,Coalinga,36.245193,-120.360474,5/31/13,1872,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25406,01925406,36.245188,-120.359715,,1868.14,,,,,,,9/1/13,04-019-25406,01925406,9/1/13,Temblor,,,,
04-019-25409,01925409,0,N,OG,San Joaquin,Fresno,Coalinga,,,36.234863,-120.370998,AW,,,2238.14,TVD of well,,Fresno,Coalinga,36.234863,-120.370998,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25409,01925409,36.23486,-120.371006,,2238.14,,,,,,,,,,,,,,,
04-019-25410,01925410,0,N,OG,San Joaquin,Fresno,Coalinga,,,36.236561,-120.370628,AW,,,2182.84,TVD of well,,Fresno,Coalinga,36.236561,-120.370628,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25410,01925410,36.236561,-120.370628,,2182.84,,,,,,,,,,,,,,,
04-019-25431,01925431,0,N,OG,San Joaquin,Fresno,Coalinga,,,36.297436,-120.317997,AW,4/23/13,AW,1979,planned TVD of interval top,,Fresno,Coalinga,36.297436,-120.317997,4/23/13,2000,,,,,,,,,,,04-019-25431,01925431,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-019-25459,01925459,0,A,OG,San Joaquin,Fresno,Raisin City,Any Area,Eocene,36.62601,-120.0839,AW,8/1/13,FP,6400,TVD of well,,Fresno,Raisin City,36.62601,-120.0839,7/27/13,6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25459,01925459,36.62601,-120.0839,11/8/13,6400,,,,,,,8/1/13,04-019-25459,01925459,8/1/13,Eocene,,,,
04-019-25460,01925460,0,A,OG,San Joaquin,Fresno,Raisin City,Any Area,Eocene,36.628433,-120.0814,AW,8/1/13,FP,6400,TVD of well,,Fresno,Raisin City,36.628433,-120.0814,7/11/13,6770,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25460,01925460,36.628433,-120.0814,10/25/13,6400,,,,,,,8/1/13,04-019-25460,01925460,8/1/13,Eocene,,,,
04-019-25461,01925461,0,A,OG,San Joaquin,Fresno,Riverdale,Any Area,Eocene,36.454883,-119.901785,AW,7/1/13,FP,8050,TVD of well,,Fresno,Riverdale,36.454883,-119.901785,6/8/13,8050,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25461,01925461,36.454883,-119.901785,10/10/13,8050,,,,,,,7/1/13,04-019-25461,01925461,7/1/13,Eocene,,,,
04-019-25522,01925522,0,N,OG,San Joaquin,Fresno,Coalinga,,,36.241352,-120.371652,AW,,,1579.56,TVD of well,,Fresno,Coalinga,36.241352,-120.371652,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-019-25522,01925522,36.241359,-120.371661,,1579.56,,,,,,,,,,,,,,,
04-021-20776,02120776,1,A,DG,Sacramento,Glenn,Willows-Beehive Bend Gas,Main Area,No Pool Breakdown,39.49934156,-122.0521849,AW,2/1/02,FP,,no depth,,Glenn,Willows-Beehive Bend Gas,39.49934156,-122.0521849,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-021-20776,02120776,,,,,2/1/02,04-021-20776,02120776,2/1/02,No Pool Breakdown,,,,
04-021-20879,02120879,1,A,DG,Sacramento,Glenn,Willows-Beehive Bend Gas,Main Area,Forbes,39.5767366,-122.1117456,AW,12/1/06,FP,,no depth,,Glenn,Willows-Beehive Bend Gas,39.5767366,-122.1117456,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-021-20879,02120879,,,,,12/1/06,04-021-20879,02120879,12/1/06,Forbes,,,,
04-021-20899,02120899,1,A,DG,Sacramento,Glenn,Willows-Beehive Bend Gas,Main Area,Forbes,39.4608378,-122.0324048,AW,8/1/07,FP,,no depth,,Glenn,Willows-Beehive Bend Gas,39.4608378,-122.0324048,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-021-20899,02120899,,,,,8/1/07,04-021-20899,02120899,8/1/07,Forbes,,,,
04-021-20900,02120900,1,A,DG,Sacramento,Glenn,Willows-Beehive Bend Gas,Main Area,Forbes,39.54884096,-122.0908056,AW,9/1/07,FP,,no depth,,Glenn,Willows-Beehive Bend Gas,39.54884096,-122.0908056,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-021-20900,02120900,,,,,9/1/07,04-021-20900,02120900,9/1/07,Forbes,,,,
04-021-20914,02120914,1,A,DG,Sacramento,Glenn,Willows-Beehive Bend Gas,Main Area,No Pool Breakdown,39.53472347,-122.0879358,AW,2/1/08,FP,,no depth,,Glenn,Willows-Beehive Bend Gas,39.53472347,-122.0879358,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-021-20914,02120914,,,,,2/1/08,04-021-20914,02120914,2/1/08,No Pool Breakdown,,,,
04-021-20915,02120915,1,A,DG,Sacramento,Glenn,Willows-Beehive Bend Gas,Main Area,No Pool Breakdown,39.54530132,-122.101911,AW,2/1/08,FP,,no depth,,Glenn,Willows-Beehive Bend Gas,39.54530132,-122.101911,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-021-20915,02120915,,,,,2/1/08,04-021-20915,02120915,2/1/08,No Pool Breakdown,,,,
04-021-20916,02120916,1,A,DG,Sacramento,Glenn,Willows-Beehive Bend Gas,Main Area,No Pool Breakdown,39.52879655,-122.0798273,AW,4/1/08,FP,,no depth,,Glenn,Willows-Beehive Bend Gas,39.52879655,-122.0798273,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-021-20916,02120916,,,,,4/1/08,04-021-20916,02120916,4/1/08,No Pool Breakdown,,,,
04-021-20919,02120919,1,A,DG,Sacramento,Glenn,Willows-Beehive Bend Gas,Main Area,No Pool Breakdown,39.45244835,-122.0343654,AW,5/1/08,FP,,no depth,,Glenn,Willows-Beehive Bend Gas,39.45244835,-122.0343654,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-021-20919,02120919,,,,,5/1/08,04-021-20919,02120919,5/1/08,No Pool Breakdown,,,,
04-021-20920,02120920,1,A,DG,Sacramento,Glenn,Bounde Creek Gas,Any Area,No Pool Breakdown,39.4379454,-122.0349988,AW,11/1/08,FP,,no depth,,Glenn,Bounde Creek Gas,39.4379454,-122.0349988,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-021-20920,02120920,,,,,11/1/08,04-021-20920,02120920,11/1/08,No Pool Breakdown,,,,
04-021-20921,02120921,1,A,DG,Sacramento,Glenn,Willows-Beehive Bend Gas,Main Area,No Pool Breakdown,39.52865296,-122.0659711,AW,8/1/08,FP,,no depth,,Glenn,Willows-Beehive Bend Gas,39.52865296,-122.0659711,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-021-20921,02120921,,,,,8/1/08,04-021-20921,02120921,8/1/08,No Pool Breakdown,,,,
04-021-20925,02120925,1,A,DG,Sacramento,Glenn,Willows-Beehive Bend Gas,Main Area,Forbes,39.5131267,-122.0477677,AW,7/1/08,FP,,no depth,,Glenn,Willows-Beehive Bend Gas,39.5131267,-122.0477677,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-021-20925,02120925,,,,,7/1/08,04-021-20925,02120925,7/1/08,Forbes,,,,
04-021-20936,02120936,0,A,DG,Sacramento,Glenn,Willows-Beehive Bend Gas,Main Area,No Pool Breakdown,39.50495278,-122.0132644,AW,6/23/11,FF,7280,TVD of well,02120936,Glenn,Willows-Beehive Bend Gas,39.50495278,-122.0132644,,0,,,,,,,,,,,,,,,,,,,04-021-20936,02120936,Glenn,Willows-Beehive Bend Gas,39.504953,-122.013264,6/23/11,6/23/11,7280,,,,,,,04-021-20936,02120936,,,,,4/1/09,04-021-20936,02120936,4/1/09,No Pool Breakdown,,,,
04-021-20990,02120990,1,A,DG,Sacramento,Glenn,Willows-Beehive Bend Gas,Main Area,No Pool Breakdown,39.51121567,-122.0583087,AW,2/1/10,FP,6850,MD of well,,Glenn,Willows-Beehive Bend Gas,39.51121567,-122.0583087,1/1/10,6850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-021-20990,02120990,,,,,2/1/10,04-021-20990,02120990,2/1/10,No Pool Breakdown,,,,
04-029-01949,02901949,1,A,OG,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,27B (Undifferentiated),35.205586,-119.490323,AW,11/1/12,FP,,no depth,,Kern,Buena Vista,35.205586,-119.490323,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-01949,02901949,,,,,11/1/12,04-029-01949,02901949,11/1/12,27B (Undifferentiated),,,,
04-029-01980,02901980,0,A,OG,San Joaquin,Kern,Buena Vista,,,35.205646,-119.517034,AW,2/19/12,FF,3272,TVD of well,02901980,Kern,Buena Vista,35.205646,-119.517034,,0,,,,,,,,,,,,,,,,,,,04-029-01980,02901980,Kern,Buena Vista,35.205632,-119.517075,2/19/12,2/19/12,3272,,,,,,,,,,,,,,,,,,,,,
04-029-02216,02902216,0,A,OG,San Joaquin,Kern,Buena Vista,,,35.181706,-119.458082,AW,,,,no depth,02902216,Kern,Buena Vista,35.181706,-119.458082,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-029-05289,02905289,0,A,OG,San Joaquin,Kern,McKittrick,,,35.324224,-119.633198,AW,,,,no depth,02905289,Kern,McKittrick,35.324224,-119.633198,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-029-05307,02905307,0,A,OG,San Joaquin,Kern,McKittrick,,,35.321494,-119.646208,AW,,,,no depth,02905307,Kern,McKittrick,35.321494,-119.646208,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-029-05309,02905309,0,A,OG,San Joaquin,Kern,McKittrick,,,35.323244,-119.643508,AW,,,,no depth,02905309,Kern,McKittrick,35.323244,-119.643508,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-029-12580,02912580,0,A,OG,San Joaquin,Kern,Mount Poso,Main Area,Pyramid Hill-Vedder,35.603696,-118.969901,AW,6/1/13,FI,,no depth,02912580,Kern,Mount Poso,35.603696,-118.969901,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/13,,,,,04-029-12580,02912580,6/1/13,Pyramid Hill-Vedder
04-029-13335,02913335,0,A,OG,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,27B (Undifferentiated),35.179501,-119.459108,AW,1/3/12,FF,3098,TVD of well,02913335,Kern,Buena Vista,35.179501,-119.459108,,0,,,,,,,,,,,,,,,,,,,04-029-13335,02913335,Kern,Buena Vista,35.17950109,-119.4591079,1/3/12,1/3/12,3098,,,,,,,,,,,,,5/1/12,04-029-13335,02913335,5/1/12,27B (Undifferentiated),,,,
04-029-13387,02913387,1,A,OG,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,Upper (Undifferentiated),35.165718,-119.409628,AW,12/1/12,FP,,no depth,,Kern,Buena Vista,35.165718,-119.409628,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-13387,02913387,,,,,12/1/12,04-029-13387,02913387,12/1/12,Upper (Undifferentiated),,,,
04-029-13409,02913409,0,A,OG,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,Upper (Undifferentiated),35.148109,-119.392819,AW,8/18/12,FF,3875,TVD of well,02913409,Kern,Buena Vista,35.148109,-119.392819,2/17/54,5015,,,,,,,,,,,,,,,,,,,04-029-13409,02913409,Kern,Buena Vista,35.148109,-119.392819,8/18/12,8/18/12,3875,,,,,,,,,,,,,8/1/12,04-029-13409,02913409,8/1/12,Upper (Undifferentiated),,,,
04-029-15840,02915840,0,A,OG,San Joaquin,Kern,Buena Vista,,,35.212839,-119.52883,AW,2/22/12,FF,3587,TVD of well,02915840,Kern,Buena Vista,35.212839,-119.52883,8/21/62,5640,,,,,,,,,,,,,,,,,,,04-029-15840,02915840,Kern,Buena Vista,35.21283867,-119.5288301,2/22/12,2/22/12,3587,,,,,,,,,,,,,,,,,,,,,
04-029-15853,02915853,0,A,OG,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,Antelope Shale-West Dome,35.207826,-119.534564,AW,2/9/12,FF,3957,TVD of well,02915853,Kern,Buena Vista,35.207826,-119.534564,,0,,,,,,,,,,,,,,,,,,,04-029-15853,02915853,Kern,Buena Vista,35.20777611,-119.5346044,2/9/12,2/9/12,3957,,,,,,,,,,,,,11/1/12,04-029-15853,02915853,11/1/12,Antelope Shale-West Dome,,,,
04-029-16625,02916625,1,A,OG,San Joaquin,Kern,Rio Bravo,Any Area,Main Vedder,35.462604,-119.291794,AW,5/1/11,FI,,no depth,,Kern,Rio Bravo,35.462604,-119.291794,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-16625,02916625,,,,,5/1/11,,,,,04-029-16625,02916625,5/1/11,Main Vedder
04-029-16904,02916904,0,A,OG,San Joaquin,Kern,Round Mountain,,,35.52295,-118.906435,AW,1/9/12,CV,,no depth,,Kern,Round Mountain,35.52295,-118.906435,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-16904,02916904,35.5229568,-118.9064295,1/9/12,,,,,,,,,,,,,,,,
04-029-16971,02916971,1,A,OG,San Joaquin,Kern,Round Mountain,Coffee Canyon Area,Pyramid Hill,35.518576,-118.897734,AW,6/1/13,FP,1713,MD of well,,Kern,Round Mountain,35.518576,-118.897734,1/20/58,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-16971,02916971,,,,,6/1/13,04-029-16971,02916971,6/1/13,Pyramid Hill,,,,
04-029-16998,02916998,0,A,OG,San Joaquin,Kern,Round Mountain,,,35.494287,-118.897407,AW,12/14/12,CV,,no depth,,Kern,Round Mountain,35.494287,-118.897407,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-16998,02916998,35.49425124,-118.8972333,12/14/12,,,,,,,,,,,,,,,,
04-029-18012,02918012,0,A,OG,San Joaquin,Kern,Round Mountain,,,35.491246,-118.89352,AW,,,,no depth,02918012,Kern,Round Mountain,35.491246,-118.89352,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-029-18021,02918021,0,A,SF,San Joaquin,Kern,Round Mountain,Main Area,Vedder,35.488386,-118.891557,AW,5/1/09,FI,,no depth,02918021,Kern,Round Mountain,35.488386,-118.891557,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-18021,02918021,35.48842935,-118.8915836,2/14/13,,,,,,,,5/1/09,,,,,04-029-18021,02918021,5/1/09,Vedder
04-029-18025,02918025,0,A,OB,San Joaquin,Kern,Round Mountain,Main Area,Pyramid Hill,35.491091,-118.890022,AW,12/1/12,FI,1905,MD of well,02918025,Kern,Round Mountain,35.491091,-118.890022,10/7/27,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/1/12,,,,,04-029-18025,02918025,12/1/12,Pyramid Hill
04-029-18027,02918027,0,A,OG,San Joaquin,Kern,Round Mountain,Main Area,Pyramid Hill,35.488323,-118.8898,AW,9/1/07,FP,,no depth,02918027,Kern,Round Mountain,35.488323,-118.8898,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-18027,02918027,,,,,9/1/07,04-029-18027,02918027,9/1/07,Pyramid Hill,04-029-18027,02918027,1/1/13,Pyramid Hill
04-029-18033,02918033,1,A,OG,San Joaquin,Kern,Round Mountain,Main Area,Pyramid Hill,35.485304,-118.887931,AW,2/1/11,FP,,no depth,,Kern,Round Mountain,35.485304,-118.887931,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-18033,02918033,,,,,2/1/11,04-029-18033,02918033,2/1/11,Pyramid Hill,04-029-18033,02918033,10/1/08,Vedder
04-029-18048,02918048,0,A,OG,San Joaquin,Kern,Round Mountain,Main Area,Pyramid Hill,35.481447,-118.883861,AW,3/1/11,FP,,no depth,02918048,Kern,Round Mountain,35.481447,-118.883861,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-18048,02918048,,,,,3/1/11,04-029-18048,02918048,3/1/11,Pyramid Hill,04-029-18048,02918048,2/1/09,Vedder
04-029-18052,02918052,0,A,OG,San Joaquin,Kern,Round Mountain,,,35.481212,-118.881634,AW,,,,no depth,02918052,Kern,Round Mountain,35.481212,-118.881634,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-029-18053,02918053,0,A,OG,San Joaquin,Kern,Round Mountain,,,35.479922,-118.880092,AW,,,,no depth,02918053,Kern,Round Mountain,35.479922,-118.880092,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-029-18054,02918054,0,A,OG,San Joaquin,Kern,Round Mountain,,,35.479643,-118.881675,AW,,,,no depth,02918054,Kern,Round Mountain,35.479643,-118.881675,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-029-18057,02918057,0,A,OG,San Joaquin,Kern,Round Mountain,,,35.478206,-118.880259,AW,10/1/12,CV,,no depth,,Kern,Round Mountain,35.478206,-118.880259,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-18057,02918057,35.47829026,-118.8803172,10/1/12,,,,,,,,,,,,,,,,
04-029-18061,02918061,0,A,OG,San Joaquin,Kern,Round Mountain,,,35.471091,-118.87742,AW,1/8/13,CV,,no depth,,Kern,Round Mountain,35.471091,-118.87742,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-18061,02918061,35.47115116,-118.8774345,1/8/13,,,,,,,,,,,,,,,,
04-029-18068,02918068,0,A,OG,San Joaquin,Kern,Round Mountain,Main Area,Vedder,35.483606,-118.881981,AW,7/1/03,FI,,no depth,02918068,Kern,Round Mountain,35.483606,-118.881981,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/1/03,,,,,04-029-18068,02918068,7/1/03,Vedder
04-029-18070,02918070,0,A,OG,San Joaquin,Kern,Round Mountain,,,35.480903,-118.880636,AW,,,,no depth,02918070,Kern,Round Mountain,35.480903,-118.880636,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-029-18073,02918073,0,A,OG,San Joaquin,Kern,Round Mountain,,,35.484158,-118.886502,AW,,,,no depth,02918073,Kern,Round Mountain,35.484158,-118.886502,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-029-18074,02918074,1,A,OG,San Joaquin,Kern,Round Mountain,Main Area,Pyramid Hill,35.48411,-118.884978,AW,11/1/12,FI,,no depth,,Kern,Round Mountain,35.48411,-118.884978,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-18074,02918074,,,,,11/1/12,,,,,04-029-18074,02918074,11/1/12,Pyramid Hill
04-029-18075,02918075,1,A,OG,San Joaquin,Kern,Round Mountain,Main Area,Pyramid Hill,35.484243,-118.883805,AW,9/1/12,FI,1940,MD of well,,Kern,Round Mountain,35.484243,-118.883805,5/4/36,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-18075,02918075,,,,,9/1/12,,,,,04-029-18075,02918075,9/1/12,Pyramid Hill
04-029-18087,02918087,0,A,OG,San Joaquin,Kern,Round Mountain,,,35.513829,-118.894369,AW,8/28/51,AW,1578,MD of well,02918087,Kern,Round Mountain,35.513829,-118.894369,8/28/51,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-029-18246,02918246,0,A,SF,San Joaquin,Kern,Round Mountain,Main Area,Vedder,35.504342,-118.908495,AW,11/1/07,FI,,no depth,,Kern,Round Mountain,35.504342,-118.908495,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-18246,02918246,35.50437306,-118.9085056,12/12/12,,,,,,,,11/1/07,,,,,04-029-18246,02918246,11/1/07,Vedder
04-029-18305,02918305,0,A,OG,San Joaquin,Kern,Round Mountain,Coffee Canyon Area,Pyramid Hill,35.504736,-118.893803,AW,11/1/12,FP,,no depth,,Kern,Round Mountain,35.504736,-118.893803,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-18305,02918305,35.50476346,-118.8938232,11/13/13,,,,,,,,11/1/12,04-029-18305,02918305,11/1/12,Pyramid Hill,,,,
04-029-18307,02918307,0,A,OG,San Joaquin,Kern,Round Mountain,Coffee Canyon Area,Pyramid Hill,35.503632,-118.893682,AW,11/1/12,FP,1934,MD of well,02918307,Kern,Round Mountain,35.503632,-118.893682,5/23/36,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-18307,02918307,35.50365889,-118.8937305,3/21/13,,,,,,,,11/1/12,04-029-18307,02918307,11/1/12,Pyramid Hill,,,,
04-029-18310,02918310,0,A,OG,San Joaquin,Kern,Round Mountain,,,35.507673,-118.893855,AW,12/12/12,CV,,no depth,,Kern,Round Mountain,35.507673,-118.893855,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-18310,02918310,35.50763624,-118.8936763,12/12/12,,,,,,,,,,,,,,,,
04-029-18323,02918323,1,A,OG,San Joaquin,Kern,Round Mountain,Coffee Canyon Area,Pyramid Hill-Vedder,35.508501,-118.895757,AW,9/1/09,FI,,no depth,,Kern,Round Mountain,35.508501,-118.895757,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-029-18323,02918323,,,,,9/1/09,,,,,04-029-18323,02918323,9/1/09,Pyramid Hill-Vedder
