time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1973-06-08T01:46:21.660Z,35.9173333,-117.7196667,2.86,2.67,mh,5,241,0.1419,0.4,ci,ci3319628,2016-01-29T01:26:41.540Z,"17km E of Little Lake, CA",earthquake,7.44,2.52,0.243,12,reviewed,ci,ci
1973-06-06T13:00:00.520Z,37.245,-116.346,1.1,5.64,ml,17,259,1.517,0.55,ci,ci3319623,2016-01-29T01:16:47.530Z,"52km NE of Beatty, NV",nuclear explosion,99,31.61,0.155,8,reviewed,ci,ci
1973-06-06T03:14:11.370Z,34.264,-119.1728333,6,2.53,mh,8,150,,0.43,ci,ci3319621,2016-01-29T01:16:46.850Z,"5km ESE of Ventura, CA",earthquake,1.79,31.61,0.142,15,reviewed,ci,ci
1973-06-05T17:00:00.560Z,37.185,-116.2151667,0.4,4.5,ml,18,258,1.616,0.6,ci,ci3319620,2016-01-29T01:46:24.180Z,"57km ENE of Beatty, NV",nuclear explosion,99,31.61,0.27,10,reviewed,ci,ci
1973-06-05T09:11:02.870Z,37.5095,-118.196,6,3.04,ml,5,305,0.4553,0.35,ci,ci3319619,2016-01-29T01:41:13.930Z,"24km NE of Dixon Lane-Meadow Creek, CA",earthquake,4.45,31.61,0.243,5,reviewed,ci,ci
1973-06-05T05:09:52.210Z,34.4256667,-118.5806667,6.78,2.71,ml,10,147,0.2897,0.45,ci,ci3319618,2016-01-29T01:11:47.680Z,"3km SSW of Valencia, CA",earthquake,1.39,2.97,0.097,6,reviewed,ci,ci
1973-06-03T19:59:02.290Z,35.4291667,-117.827,6,2.76,ml,8,73,0.4287,0.49,ci,ci3319616,2016-01-29T01:31:35.100Z,"18km WNW of Johannesburg, CA",earthquake,1.03,31.61,0.16,7,reviewed,ci,ci
1973-06-01T19:10:56.820Z,32.5603333,-118.135,6,2.96,mh,3,329,0.932,0.37,ci,ci3319608,2016-01-29T01:36:32.640Z,"35km SE of San Clemente Is. (SE tip), CA",earthquake,3.5,31.61,0.224,11,reviewed,ci,ci
1973-06-01T01:01:45.470Z,33.267,-116.2443333,6,2.66,ml,7,121,0.5249,0.4,ci,ci3319603,2016-01-29T01:31:34.530Z,"12km E of Borrego Springs, CA",earthquake,0.98,31.61,0.02,3,reviewed,ci,ci
1973-05-31T02:17:13.850Z,34.3115,-116.9788333,6,2.55,ml,9,103,0.4569,0.42,ci,ci3320022,2016-01-29T01:11:47.190Z,"10km NW of Big Bear Lake, CA",earthquake,0.83,31.61,0.177,5,reviewed,ci,ci
1973-05-30T09:40:57.550Z,32.9953333,-116.2468333,6.74,2.99,ml,7,126,0.3632,0.49,ci,ci3320020,2016-01-29T01:21:39.730Z,"20km SSW of Ocotillo Wells, CA",earthquake,1.05,4.57,0.062,5,reviewed,ci,ci
1973-05-28T15:42:45.380Z,33.2801667,-116.2735,6,3.03,ml,7,116,0.6433,0.36,ci,ci3320019,2016-01-29T01:21:39.310Z,"10km ENE of Borrego Springs, CA",earthquake,1.02,31.61,0.085,5,reviewed,ci,ci
1973-05-27T20:22:58.550Z,32.9785,-116.2666667,6,3.12,ml,5,122,0.3532,0.22,ci,ci3320018,2016-01-29T01:46:23.170Z,"22km SW of Ocotillo Wells, CA",earthquake,0.65,31.61,0.189,5,reviewed,ci,ci
1973-05-27T13:44:06.400Z,32.5646667,-118.0993333,6,3.62,ml,17,232,0.5601,0.52,ci,ci3320017,2016-01-29T01:26:39.690Z,"36km SE of San Clemente Is. (SE tip), CA",earthquake,2.34,31.61,0.277,7,reviewed,ci,ci
1973-05-27T00:08:00.930Z,35.4618333,-118.6756667,0.01,2.88,ml,9,156,,0.64,ci,ci3320015,2016-01-29T01:21:38.840Z,"22km SW of Bodfish, CA",earthquake,1.63,3.06,0.089,8,reviewed,ci,ci
1973-05-26T23:46:34.130Z,32.602,-118.0905,6,4.12,ml,17,228,0.5384,0.5,ci,ci3320007,2016-01-29T01:41:12.020Z,"34km SE of San Clemente Is. (SE tip), CA",earthquake,2.55,31.61,0.152,9,reviewed,ci,ci
1973-05-25T21:23:15.460Z,34.6173333,-117.1141667,0.01,2.56,ml,10,99,0.6588,0.5,ci,ci3320006,2016-04-02T07:19:51.916Z,"14km NNE of Apple Valley, CA",quarry blast,1.41,31.61,0.133,6,reviewed,ci,ci
1973-05-25T20:09:50.510Z,33.6946667,-116.7983333,6,2.83,ml,9,95,0.5653,0.34,ci,ci3320004,2016-01-29T01:21:38.360Z,"9km SW of Idyllwild, CA",earthquake,0.71,31.61,0.095,5,reviewed,ci,ci
1973-05-24T13:29:59.380Z,37.29,-116.1,0.01,3.98,ml,14,262,1.718,1.01,ci,ci3319995,2016-01-29T01:21:37.220Z,"72km NE of Beatty, NV",nuclear explosion,99,31.61,0.143,11,reviewed,ci,ci
1973-05-23T17:20:29.340Z,33.6781667,-116.7265,5.33,2.71,mh,4,115,0.3431,0.81,ci,ci3319990,2016-01-29T01:46:22.700Z,"7km S of Idyllwild, CA",earthquake,2.45,9.57,0.06,7,reviewed,ci,ci
1973-05-21T16:49:43.250Z,35.6268333,-117.2313333,1.25,3.01,mh,5,189,0.3526,0.42,ci,ci3319980,2016-01-29T01:36:30.720Z,"20km SE of Trona, CA",earthquake,2.49,4.24,0.171,9,reviewed,ci,ci
1973-05-20T14:14:16.320Z,34.2608333,-116.3188333,6,2.56,mh,9,144,0.2718,0.57,ci,ci3319978,2016-01-29T01:36:30.210Z,"14km N of Joshua Tree, CA",earthquake,1.44,31.61,0.09,15,reviewed,ci,ci
1973-05-19T00:24:01.080Z,33.6183333,-116.6595,15.54,2.51,mh,7,85,0.3139,0.38,ci,ci3319976,2016-01-29T01:46:20.830Z,"7km N of Anza, CA",earthquake,0.88,1.94,0.113,11,reviewed,ci,ci
1973-05-18T06:35:19.360Z,33.9813333,-117.1235,10,3.23,ml,15,103,0.2097,0.48,ci,ci3319960,2016-01-29T01:11:44.870Z,"6km W of Calimesa, CA",earthquake,0.95,31.61,0.269,5,reviewed,ci,ci
1973-05-17T11:30:42.730Z,33.4378333,-116.4415,2.21,2.64,ml,12,80,0.3622,0.37,ci,ci3319959,2016-01-29T01:41:10.670Z,"21km NNW of Borrego Springs, CA",earthquake,0.7,2.34,0.32,2,reviewed,ci,ci
1973-05-16T02:10:38.910Z,34.3328333,-119.8283333,11.61,2.71,ml,4,231,0.1428,0.36,ci,ci3319957,2016-01-29T01:11:43.840Z,"9km SSE of Isla Vista, CA",earthquake,4.91,3.15,0.104,4,reviewed,ci,ci
1973-05-15T17:18:50.410Z,35.141,-117.4311667,6,3.02,ml,13,84,,0.59,ci,ci3319937,2016-01-29T01:26:35.890Z,"25km NE of Boron, CA",earthquake,1.27,31.61,0.18,11,reviewed,ci,ci
1973-05-12T21:55:21.810Z,33.8578333,-119.0673333,6,3.01,ml,12,193,0.7915,0.49,ci,ci3319931,2016-01-29T01:21:33.810Z,"29km SW of Malibu, CA",earthquake,1.75,31.61,0.084,9,reviewed,ci,ci
1973-05-11T14:01:22.530Z,33.512,-118.3735,6,2.58,ml,10,233,0.6568,0.73,ci,ci3319929,2016-01-29T01:16:45.860Z,"19km NNW of Avalon, CA",earthquake,3.01,31.61,0.106,5,reviewed,ci,ci
1973-05-10T13:30:48.580Z,33.3708333,-116.2755,6,2.94,ml,15,90,0.4917,0.67,ci,ci3319925,2016-01-29T01:11:41.980Z,"16km NE of Borrego Springs, CA",earthquake,1.2,31.61,0.098,5,reviewed,ci,ci
1973-05-10T05:32:24.670Z,35.8298333,-117.2795,5.96,3.03,ml,5,174,0.2588,0.59,ci,ci3319924,2016-01-29T01:41:09.580Z,"12km NE of Trona, CA",earthquake,3.17,7.86,0.036,4,reviewed,ci,ci
1973-05-09T11:53:51.660Z,34.1033333,-116.2063333,6.32,2.94,ml,9,121,0.1302,0.46,ci,ci3319923,2016-01-29T01:11:41.480Z,"10km ESE of Joshua Tree, CA",earthquake,1.46,2.03,0.083,5,reviewed,ci,ci
1973-05-08T20:37:26.600Z,34.3685,-118.4388333,6.89,2.87,ml,11,136,0.312,0.38,ci,ci3319920,2016-01-29T01:41:08.560Z,"8km SE of Santa Clarita, CA",earthquake,1.16,1.86,0.188,10,reviewed,ci,ci
1973-05-08T13:57:13.890Z,33.79,-116.1291667,4.46,2.51,mh,9,90,0.3217,0.55,ci,ci3319916,2016-01-29T01:36:27.390Z,"11km NE of Indio, CA",earthquake,1.36,5.12,0.13,14,reviewed,ci,ci
1973-05-08T12:41:25.810Z,34.23,-116.3108333,5.72,3.38,ml,18,139,0.2498,0.53,ci,ci3319914,2016-01-29T01:36:26.790Z,"11km N of Joshua Tree, CA",earthquake,1.32,2.26,0.109,10,reviewed,ci,ci
1973-05-08T11:19:09.260Z,35.047,-119.1523333,6,2.75,ml,7,158,0.5724,0.56,ci,ci3319913,2016-01-29T01:16:45.330Z,"22km N of Pine Mountain Club, CA",earthquake,1.38,31.61,0.138,8,reviewed,ci,ci
1973-05-08T07:37:47.240Z,32.5413333,-115.2661667,6,2.6,mh,16,183,0.1556,0.59,ci,ci3319911,2016-01-29T01:41:08.030Z,"9km ESE of Puebla, B.C., MX",earthquake,2.53,31.61,0.207,10,reviewed,ci,ci
1973-05-07T03:18:11.890Z,33.1285,-116.5165,6,2.79,ml,15,63,0.3668,0.52,ci,ci3319910,2016-01-29T01:36:26.250Z,"10km NE of Julian, CA",earthquake,0.86,31.61,0.266,2,reviewed,ci,ci
1973-05-05T04:39:00.010Z,34.4313333,-117.033,6,2.53,mh,8,115,0.5208,0.58,ci,ci3319908,2016-01-29T01:31:30.270Z,"6km WSW of Lucerne Valley, CA",earthquake,1.66,31.61,0.129,12,reviewed,ci,ci
1973-05-04T08:12:22.820Z,35.991,-117.841,6,2.58,ml,5,144,0.2639,0.44,ci,ci3319906,2016-01-29T01:36:25.760Z,"8km NE of Little Lake, CA",earthquake,1.35,36.55,0.053,4,reviewed,ci,ci
1973-05-04T07:18:02.650Z,36.0081667,-117.8226667,3.84,2.52,ml,6,147,0.2651,0.62,ci,ci3319905,2016-01-29T01:41:07.150Z,"11km NE of Little Lake, CA",earthquake,1.85,7.12,0.058,4,reviewed,ci,ci
1973-05-03T10:09:46.850Z,34.2383333,-116.1303333,5.09,3.54,ml,16,169,0.1484,0.68,ci,ci3319904,2016-01-29T01:46:17.390Z,"12km NNW of Twentynine Palms, CA",earthquake,1.48,2.61,0.065,10,reviewed,ci,ci
1973-05-02T19:25:25.060Z,33.9836667,-116.3808333,0.01,3.04,ml,10,80,0.3009,0.67,ci,ci3319903,2016-01-29T01:41:06.630Z,"11km ENE of Desert Hot Springs, CA",earthquake,1.41,4.67,0.495,5,reviewed,ci,ci
1973-05-02T15:29:22.340Z,34.3166667,-116.2885,4.5,2.74,ml,9,159,0.2891,0.4,ci,ci3319901,2016-01-29T01:31:29.750Z,"20km N of Joshua Tree, CA",earthquake,1.14,2.65,0.178,4,reviewed,ci,ci
1973-05-02T03:32:18.140Z,33.236,-116.24,6,2.61,mh,14,61,0.4159,0.47,ci,ci3319900,2016-01-29T01:46:16.440Z,"13km E of Borrego Springs, CA",earthquake,0.77,31.61,0.239,11,reviewed,ci,ci
1973-04-30T04:01:42.650Z,33.3996667,-116.3548333,6,2.76,mh,11,82,0.4274,0.43,ci,ci3320105,2016-01-29T01:21:32.030Z,"16km N of Borrego Springs, CA",earthquake,0.83,31.61,0.103,13,reviewed,ci,ci
1973-04-28T22:13:17.710Z,37.499,-118.0406667,6,2.82,ml,3,343,0.469,0.36,ci,ci3320095,2016-01-29T01:11:39.540Z,"35km ENE of Bishop, CA",earthquake,5.74,31.61,0.041,4,reviewed,ci,ci
1973-04-27T20:43:38.210Z,36.4808333,-119.9713333,6,3.11,ml,3,304,1.462,0.19,ci,ci3320093,2016-01-29T01:11:38.630Z,"11km WNW of Riverdale, CA",earthquake,2.92,31.61,0.01,2,reviewed,ci,ci
1973-04-26T17:15:00.220Z,37.123,-116.0585,0.6,4.89,ml,25,256,1.738,0.68,ci,ci3320089,2016-01-29T01:41:06.100Z,"66km ENE of Beatty, NV",nuclear explosion,99,31.61,0.099,9,reviewed,ci,ci
1973-04-26T15:15:02.040Z,36.9221667,-116.088,0.01,3.69,ml,10,248,1.644,0.58,ci,ci3320088,2016-01-29T01:36:24.350Z,"59km E of Beatty, NV",nuclear explosion,4.94,31.61,0.161,8,reviewed,ci,ci
1973-04-25T22:25:00.250Z,37.0048333,-116.0283333,0.5,4.29,ml,15,252,1.735,0.55,ci,ci3320087,2016-01-29T01:16:43.550Z,"65km E of Beatty, NV",nuclear explosion,99,31.61,0.164,10,reviewed,ci,ci
1973-04-25T17:41:54.150Z,34.6231667,-117.1508333,0.01,2.9,mh,7,97,0.734,0.26,ci,ci3320107,2016-01-29T01:36:23.820Z,"14km NNE of Apple Valley, CA",quarry blast,0.76,31.61,0.253,9,reviewed,ci,ci
1973-04-24T08:39:34.260Z,34.5473333,-116.8333333,6,2.72,ml,11,122,0.7119,0.57,ci,ci3320079,2016-01-29T01:16:42.590Z,"17km NE of Lucerne Valley, CA",earthquake,1.04,31.61,0.039,4,reviewed,ci,ci
1973-04-23T21:04:36.510Z,34.1606667,-117.0073333,0.11,2.58,ml,10,85,0.3481,0.41,ci,ci3320078,2016-01-29T01:31:28.790Z,"11km ESE of Running Springs, CA",earthquake,0.72,2.15,0.055,4,reviewed,ci,ci
1973-04-23T16:15:15.300Z,34.3818333,-120.149,12.41,2.54,mh,3,310,0.2027,0.16,ci,ci3320077,2016-01-29T01:21:30.060Z,"24km S of Solvang, CA",earthquake,2.1,0.71,0.117,2,reviewed,ci,ci
1973-04-21T05:50:40.900Z,37.142,-118.1871667,3.95,2.56,ml,5,306,0.0941,0.51,ci,ci3320072,2016-01-29T01:16:41.560Z,"9km ESE of Big Pine, CA",earthquake,4.14,1.84,0.138,4,reviewed,ci,ci
1973-04-20T03:44:44.080Z,37.1528333,-118.183,2.27,2.63,ml,4,319,0.1054,0.31,ci,ci3320070,2016-01-29T01:46:13.650Z,"10km E of Big Pine, CA",earthquake,2.44,1.25,0.091,4,reviewed,ci,ci
1973-04-20T00:49:33.670Z,36.5676667,-117.9948333,5.33,3.03,ml,5,163,0.1449,0.43,ci,ci3320069,2016-01-29T01:26:30.800Z,"7km ESE of Lone Pine, CA",earthquake,1.8,5,0.177,4,reviewed,ci,ci
1973-04-19T10:25:31.130Z,34.7141667,-118.7361667,16.54,3.04,ml,23,111,,0.53,ci,ci3320067,2016-01-29T01:16:40.520Z,"14km WSW of Neenach, CA",earthquake,1.11,1.44,0.116,8,reviewed,ci,ci
1973-04-17T21:34:22.310Z,34.3915,-118.4278333,9.99,2.95,ml,16,98,,0.38,ci,ci3320064,2016-01-29T01:36:22.460Z,"8km ESE of Santa Clarita, CA",earthquake,1.42,1.18,0.09,8,reviewed,ci,ci
1973-04-17T20:12:37.330Z,34.9358333,-116.7911667,6,2.78,mh,10,142,,0.53,ci,ci3320062,2016-04-02T10:39:58.358Z,"22km E of Barstow, CA",earthquake,1.29,31.61,0.209,15,reviewed,ci,ci
1973-04-17T13:27:31.450Z,34.9805,-118.8395,6,2.75,ml,9,137,0.7435,0.57,ci,ci3320061,2016-01-29T01:31:27.340Z,"9km ENE of Grapevine, CA",earthquake,1.29,31.61,0.036,6,reviewed,ci,ci
1973-04-16T12:52:10.680Z,33.2605,-116.2895,6,2.62,ml,6,115,0.4889,0.5,ci,ci3320060,2016-01-29T01:46:13.140Z,"8km E of Borrego Springs, CA",earthquake,1.08,31.61,0.07,3,reviewed,ci,ci
1973-04-15T17:15:21.300Z,35.0358333,-118.789,8,2.77,ml,4,248,0.6765,0.53,ci,ci3320059,2016-01-29T01:36:21.960Z,"16km NE of Grapevine, CA",earthquake,4.56,31.61,0.025,3,reviewed,ci,ci
1973-04-15T03:18:05.710Z,32.6363333,-117.0728333,3.26,3.05,ml,9,245,0.2565,0.68,ci,ci3320058,2016-01-29T01:41:05.060Z,"2km WNW of Chula Vista, CA",earthquake,3.75,3.57,0.121,5,reviewed,ci,ci
1973-04-13T08:45:31.510Z,35.73,-116.5291667,6,2.97,mh,6,250,0.4832,0.33,ci,ci3320056,2016-01-29T01:11:36.650Z,"30km WSW of Tecopa, CA",earthquake,2.15,31.61,0.171,10,reviewed,ci,ci
1973-04-12T21:22:32.460Z,34.3168333,-116.3378333,0.2,2.62,ml,7,152,0.3186,0.56,ci,ci3320055,2016-01-29T01:41:04.150Z,"20km N of Joshua Tree, CA",earthquake,1.47,3.7,0.07,3,reviewed,ci,ci
1973-04-12T14:06:29.740Z,34.2888333,-116.3413333,0.11,2.56,mh,8,146,0.3032,0.41,ci,ci3320053,2016-01-29T01:31:26.850Z,"17km N of Joshua Tree, CA",earthquake,1.35,2.6,0.099,14,reviewed,ci,ci
1973-04-12T13:57:02.050Z,34.2986667,-116.2906667,6.36,3.42,ml,14,155,0.2776,0.54,ci,ci3320052,2016-01-29T01:41:03.620Z,"18km N of Joshua Tree, CA",earthquake,1.25,1.99,0.096,7,reviewed,ci,ci
1973-04-12T03:33:10.710Z,34.3876667,-118.4598333,0.01,2.62,ml,12,136,0.3378,0.77,ci,ci3320051,2016-01-29T01:26:29.890Z,"5km SE of Santa Clarita, CA",earthquake,1.81,2.3,0.049,5,reviewed,ci,ci
1973-04-11T08:00:48.940Z,34.096,-117.4681667,5.08,2.75,ml,13,111,0.128,0.43,ci,ci3320050,2016-01-29T01:41:03.090Z,"1km WSW of Fontana, CA",earthquake,0.91,1.32,0.313,7,reviewed,ci,ci
1973-04-09T19:25:12.490Z,34.2923333,-116.331,0.84,2.84,ml,10,149,,0.42,ci,ci3320048,2016-01-29T01:31:25.940Z,"18km N of Joshua Tree, CA",earthquake,0.94,2.37,0.237,4,reviewed,ci,ci
1973-04-09T09:46:24.950Z,34.3048333,-116.3313333,0.16,2.83,ml,9,151,0.3067,0.57,ci,ci3320045,2016-01-29T01:11:35.140Z,"19km N of Joshua Tree, CA",earthquake,1.33,3.16,0.158,4,reviewed,ci,ci
1973-04-09T05:22:39.530Z,34.2701667,-116.3266667,0.14,2.77,ml,8,145,0.2824,0.56,ci,ci3320043,2016-01-29T01:11:34.610Z,"15km N of Joshua Tree, CA",earthquake,1.37,3.17,0.186,4,reviewed,ci,ci
1973-04-08T19:11:27.890Z,33.1123333,-118.949,6,2.88,mh,8,266,1.22,0.62,ci,ci3320041,2016-01-29T01:26:28.140Z,"33km WNW of San Clemente Is. (NW tip), CA",earthquake,3.72,31.61,0.347,13,reviewed,ci,ci
1973-04-07T22:51:13.390Z,34.279,-116.3343333,0.39,3.28,ml,10,146,0.2927,0.42,ci,ci3320037,2016-01-29T01:21:27.750Z,"16km N of Joshua Tree, CA",earthquake,1.13,2.7,0.03,3,reviewed,ci,ci
1973-04-07T00:04:09.730Z,35.3693333,-118.603,6,2.7,ml,3,221,0.3111,0.47,ci,ci3320034,2016-01-29T01:16:37.380Z,"26km SSW of Bodfish, CA",earthquake,3.53,31.61,0.041,4,reviewed,ci,ci
1973-04-06T11:07:39.420Z,32.5926667,-115.8856667,13.4,2.5,mh,7,216,0.1974,0.47,ci,ci3320033,2016-01-29T01:16:36.890Z,"19km SSE of Ocotillo, CA",earthquake,2.37,2.17,0.085,10,reviewed,ci,ci
1973-04-05T12:42:13.280Z,35.8195,-118.3726667,0.06,3.06,ml,9,138,0.1768,0.46,ci,ci3320031,2016-01-29T01:21:27.250Z,"9km NNE of Kernville, CA",earthquake,1.31,2.1,0.115,7,reviewed,ci,ci
1973-04-05T11:13:41.150Z,34.0056667,-116.6671667,6,2.73,ml,10,83,0.5225,0.57,ci,ci3320030,2016-01-29T01:26:27.220Z,"9km WSW of Morongo Valley, CA",earthquake,1.01,31.61,0.093,4,reviewed,ci,ci
1973-04-03T22:30:44.330Z,34.2865,-116.2946667,7.92,3.23,ml,8,153,0.2718,0.32,ci,ci3320029,2016-01-29T01:41:01.180Z,"17km N of Joshua Tree, CA",earthquake,1.09,2.07,0.067,3,reviewed,ci,ci
1973-03-30T15:50:21.760Z,34.0135,-117.2425,0.09,2.73,ml,11,87,0.1122,0.79,ci,ci12317667,2016-01-29T01:41:45.990Z,"4km SSE of Loma Linda, CA",earthquake,1.46,4.09,0.25,6,reviewed,ci,ci
1973-03-30T05:52:35.450Z,35.0373333,-118.5325,6.7,2.8,ml,7,176,0.3233,0.56,ci,ci3320306,2016-01-29T01:26:26.730Z,"13km SW of Tehachapi, CA",earthquake,2.68,4.04,0.084,3,reviewed,ci,ci
1973-03-30T05:25:54.180Z,33.5413333,-117.0891667,6,2.61,ml,6,235,0.2663,0.37,ci,ci3320305,2016-01-29T01:11:32.090Z,"7km ESE of Murrieta Hot Springs, CA",earthquake,2.32,31.61,0.206,3,reviewed,ci,ci
1973-03-29T21:35:35.530Z,34.052,-118.39,0.02,3,ml,10,157,0.2055,0.65,ci,ci3320304,2016-01-29T01:11:31.560Z,"3km ESE of Century City, CA",earthquake,1.48,2.92,0.159,7,reviewed,ci,ci
1973-03-29T17:54:16.280Z,34.3421667,-119.8191667,15.84,3.54,ml,10,214,0.1308,0.59,ci,ci3320300,2016-01-29T01:21:26.760Z,"9km SSE of Isla Vista, CA",earthquake,2.71,1.28,0.008,4,reviewed,ci,ci
1973-03-29T12:19:57.380Z,34.286,-116.3291667,0.54,2.5,mh,6,148,0.2935,0.5,ci,ci3320299,2016-01-29T01:31:23.720Z,"17km N of Joshua Tree, CA",earthquake,1.25,3.38,0.127,12,reviewed,ci,ci
1973-03-28T22:46:26.970Z,35.0401667,-118.5916667,0.01,2.51,mh,4,210,0.6286,0.64,ci,ci3349994,2016-01-29T01:11:31.060Z,"16km SW of Tehachapi, CA",earthquake,4.57,31.61,0.158,7,reviewed,ci,ci
1973-03-28T17:52:26.290Z,34.1118333,-117.36,13.55,3.33,ml,11,87,0.1187,0.38,ci,ci3320298,2016-01-29T01:36:19.530Z,"1km ENE of Rialto, CA",earthquake,0.79,1.01,0.064,5,reviewed,ci,ci
1973-03-27T10:44:56.250Z,34.2756667,-116.3385,0.01,2.73,ml,10,145,0.2936,0.58,ci,ci3320296,2016-01-29T01:31:23.290Z,"16km N of Joshua Tree, CA",earthquake,1.39,3.24,0.195,5,reviewed,ci,ci
1973-03-27T01:42:41.300Z,34.683,-121.533,8,3.3,ml,,,,,us,usp000013q,2016-01-29T01:36:18.990Z,"offshore Central California",earthquake,,,,,reviewed,p,pas
1973-03-26T15:13:27.510Z,34.2245,-118.959,6,2.73,ml,9,160,0.5802,0.57,ci,ci3320175,2016-01-29T01:31:22.790Z,"7km E of Camarillo, CA",earthquake,2.1,31.61,0.199,7,reviewed,ci,ci
1973-03-26T10:05:34.910Z,33.9673333,-117.0176667,6,2.65,ml,8,92,0.2984,0.56,ci,ci3320174,2016-01-29T01:21:26.260Z,"4km SE of Calimesa, CA",earthquake,1.04,31.61,0.057,4,reviewed,ci,ci
1973-03-26T09:57:52.040Z,34.1026667,-117.4598333,3.33,2.69,ml,13,110,0.1295,0.59,ci,ci3320173,2016-01-29T01:16:35.560Z,"1km NNW of Fontana, CA",earthquake,1.04,1.81,0.303,7,reviewed,ci,ci
1973-03-26T01:27:44.620Z,33.82,-118.6596667,6,2.53,ml,8,198,0.5216,0.51,ci,ci3344274,2016-01-29T01:46:07.840Z,"24km S of Malibu Beach, CA",earthquake,2.11,31.61,0.063,4,reviewed,ci,ci
1973-03-25T21:53:51.560Z,33.4038333,-116.9248333,9.86,2.91,ml,13,74,,0.49,ci,ci3320171,2016-01-29T01:26:26.230Z,"7km SW of Aguanga, CA",earthquake,0.97,2.09,0.119,5,reviewed,ci,ci
1973-03-24T08:34:50.590Z,34.4731667,-116.488,6,2.72,mh,7,152,0.516,0.41,ci,ci3320168,2016-01-29T01:11:30.080Z,"40km N of Yucca Valley, CA",earthquake,1.12,31.61,0.183,14,reviewed,ci,ci
1973-03-24T08:23:53.450Z,34.4343333,-116.2585,8,2.7,mh,4,179,0.3708,1.43,ci,ci12317635,2016-01-29T01:11:29.020Z,"33km SSW of Ludlow, CA",earthquake,72.4,31.61,,0,reviewed,ci,ci
1973-03-24T08:23:31.000Z,34.4085,-116.508,6,2.82,ml,9,143,0.4853,0.61,ci,ci3320167,2016-01-29T01:26:25.210Z,"34km NNW of Yucca Valley, CA",earthquake,1.51,31.61,0.015,2,reviewed,ci,ci
1973-03-24T08:11:31.860Z,34.4686667,-116.4801667,6,3.05,mh,9,152,0.5083,0.52,ci,ci3320166,2016-01-29T01:21:25.760Z,"40km N of Yucca Valley, CA",earthquake,1.37,31.61,0.154,15,reviewed,ci,ci
1973-03-24T05:31:08.040Z,32.9928333,-116.4165,6,3.24,ml,7,127,0.379,0.4,ci,ci3320165,2016-01-29T01:21:25.200Z,"20km ESE of Julian, CA",earthquake,1,31.61,0.03,3,reviewed,ci,ci
1973-03-23T20:15:01.630Z,37.044,-116.0641667,0.01,3.33,mh,9,254,1.733,0.69,ci,ci3320164,2016-01-29T01:11:29.520Z,"63km ENE of Beatty, NV",nuclear explosion,12.22,31.61,0.107,13,reviewed,ci,ci
1973-03-21T17:54:39.030Z,33.5115,-118.5578333,6,3,mh,4,270,0.7122,0.64,ci,ci3320161,2016-01-29T01:16:34.110Z,"28km NW of Avalon, CA",earthquake,5.02,31.61,0.264,11,reviewed,ci,ci
1973-03-21T10:07:33.040Z,33.5991667,-118.4056667,6,2.66,mh,8,237,0.5816,0.4,ci,ci3320159,2016-01-29T01:21:24.670Z,"16km S of Rancho Palos Verdes, CA",earthquake,3.58,31.61,0.178,15,reviewed,ci,ci
1973-03-21T04:11:49.530Z,33.8246667,-118.2406667,7.73,3.25,ml,11,164,0.3281,0.69,ci,ci3320158,2016-01-29T01:26:24.710Z,"4km E of Carson, CA",earthquake,1.92,3.19,0.168,7,reviewed,ci,ci
1973-03-20T06:35:02.730Z,33.2633333,-116.0015,6,2.81,mh,8,88,0.5366,0.47,ci,ci3320156,2016-01-29T01:21:24.170Z,"6km SW of Salton City, CA",earthquake,0.91,31.61,0.153,16,reviewed,ci,ci
1973-03-19T02:14:06.560Z,33.4253333,-118.408,6,3.3,ml,5,222,0.7477,0.31,ci,ci3321202,2016-01-29T01:46:05.940Z,"12km NW of Avalon, CA",earthquake,1.67,31.61,0.187,7,reviewed,ci,ci
1973-03-19T02:13:47.710Z,33.524,-118.3738333,6,3.19,ml,12,188,0.6453,0.53,ci,ci3321201,2016-01-29T01:16:32.490Z,"21km NNW of Avalon, CA",earthquake,1.51,31.61,0.106,8,reviewed,ci,ci
1973-03-17T09:53:24.480Z,33.6491667,-117.9718333,6,2.5,mh,8,200,0.5249,0.57,ci,ci3320150,2016-01-29T01:36:17.050Z,"5km NW of Newport Beach, CA",earthquake,2.36,31.61,0.095,17,reviewed,ci,ci
1973-03-17T08:17:26.740Z,32.9896667,-115.8418333,6,3.27,ml,7,129,0.4067,0.43,ci,ci3320149,2016-01-29T01:21:22.120Z,"21km WSW of Westmorland, CA",earthquake,1.47,31.61,0.192,2,reviewed,ci,ci
1973-03-17T00:54:34.670Z,33.968,-118.9778333,6,3.59,ml,14,182,0.6935,0.44,ci,ci3320147,2016-01-29T01:40:58.870Z,"16km WSW of Malibu, CA",earthquake,1.4,31.61,0.056,9,reviewed,ci,ci
1973-03-16T22:38:21.410Z,34.0953333,-118.9871667,6,3.34,ml,10,187,0.679,0.55,ci,ci3320145,2016-01-29T01:16:31.950Z,"14km SSE of Camarillo, CA",earthquake,1.99,31.61,0.122,9,reviewed,ci,ci
